"医薬品
コード",医薬品名,単位,"薬価基準収載
医薬品コード",薬価,"後発品
区分",総計
620003772,ドロレプタン注射液２５ｍｇ　２．５ｍｇ,ｍＬＶ,1119401A1036,117.0 ,0 ,-
621984701,ケタラール静注用５０ｍｇ　５ｍＬ,管,1119400A3026,287.0 ,0 ,-
620002195,ケタラール静注用２００ｍｇ　２０ｍＬ,瓶,1119400A1031,705.0 ,0 ,-
620002194,ケタラール筋注用５００ｍｇ　１０ｍＬ,瓶,1119400A2038,"1,501.0 ",0 ,-
620003228,ドルミカム注射液１０ｍｇ　２ｍＬ,管,1124401A1052,124.0 ,0 ,"3,963 "
621837101,ミダゾラム注射液１０ｍｇ「テバ」　２ｍＬ,管,1124401A1087,69.0 ,1 ,-
620004200,ミダゾラム注１０ｍｇ「サンド」　２ｍＬ,管,1124401A1060,69.0 ,1 ,-
620003835,ロヒプノール静注用２ｍｇ,管,1124400A1040,139.0 ,0 ,-
641170026,ホリゾン注射液１０ｍｇ,管,1124402A2045,93.0 ,0 ,-
622103701,ジアゼパム注射液５ｍｇ「タイヨー」,管,1124402A1049,56.0 ,1 ,-
640454022,セルシン注射液１０ｍｇ,管,1124402A2053,93.0 ,0 ,-
620005164,サイレース静注２ｍｇ,管,1124400A1058,154.0 ,0 ,-
620003795,フェノバール注射液１００ｍｇ　１０％１ｍＬ,管,1125402A1054,73.0 ,0 ,-
640454021,セルシン注射液５ｍｇ,管,1124402A1030,64.0 ,0 ,-
622308401,イーケプラ点滴静注５００ｍｇ　５ｍＬ,瓶,1139402A1025,"1,978.0 ",0 ,887 
620000188,アレビアチン注２５０ｍｇ　５％５ｍＬ,管,1132400A1033,128.0 ,0 ,-
622093701,ホストイン静注７５０ｍｇ　１０ｍＬ,瓶,1132401A1020,"6,361.0 ",0 ,-
620006355,ロピオン静注５０ｍｇ　５ｍＬ,管,1149407A1040,229.0 ,0 ,"4,794 "
622525501,アセリオ静注液１０００ｍｇバッグ　１，０００ｍｇ１００ｍＬ,袋,1141400A2020,332.0 ,0 ,"2,006 "
622267401,アセリオ静注液１０００ｍｇ　１，０００ｍｇ１００ｍＬ,瓶,1141400A1024,332.0 ,0 ,627 
620003245,レペタン注０．２ｍｇ,管,1149403A1050,137.0 ,0 ,620 
620005153,カシワドール静注　２０ｍＬ,管,1149500A1110,77.0 ,0 ,-
620004717,ノイロトロピン注射液３．６単位　３ｍＬ,管,1149601A2062,163.0 ,0 ,-
641140146,メチロン注２５％　２ｍＬ,管,1144400A3126,95.0 ,0 ,-
641140136,メチロン注２５％　１ｍＬ,管,1144400A2014,92.0 ,0 ,-
641140071,ペンタジン注射液３０　３０ｍｇ,管,1149401A2058,127.0 ,0 ,-
620000258,トラマール注１００　１００ｍｇ,管,1149400A1049,99.0 ,0 ,-
622149301,アポカイン皮下注３０ｍｇ　３ｍＬ,筒,1169400G1028,"7,766.0 ",0 ,"21,191 "
620008889,ドパストン静注２５ｍｇ　０．２５％１０ｍＬ,管,1164400A1045,148.0 ,0 ,"1,339 "
620008890,ドパストン静注５０ｍｇ　０．２５％２０ｍＬ,管,1164400A2041,270.0 ,0 ,933 
620005147,アキネトン注射液５ｍｇ　０．５％１ｍＬ,管,1162400A1059,58.0 ,0 ,-
620000242,セレネース注５ｍｇ　０．５％１ｍＬ,管,1179404A1070,89.0 ,0 ,"2,027 "
620004718,ノバミン筋注５ｍｇ　０．５％１ｍＬ,管,1172404A1037,59.0 ,0 ,"1,726 "
641170001,アタラックス－Ｐ注射液（２５ｍｇ／ｍｌ）　２．５％１ｍＬ,管,1179401A1026,56.0 ,0 ,-
641170002,アタラックス－Ｐ注射液（５０ｍｇ／ｍｌ）　５％１ｍＬ,管,1179401A2022,59.0 ,0 ,-
641170056,コントミン筋注２５ｍｇ　０．５％５ｍＬ,管,1171400A2011,92.0 ,0 ,-
641170052,コントミン筋注１０ｍｇ　０．５％２ｍＬ,管,1171400A1015,92.0 ,0 ,-
620159102,ハロペリドール注５ｍｇ「ヨシトミ」　０．５％１ｍＬ,管,1179404A1097,56.0 ,1 ,-
622210701,ジプレキサ筋注用１０ｍｇ,瓶,1179408E1020,"2,126.0 ",0 ,-
620007173,アナフラニール点滴静注液２５ｍｇ,管,1174401A1038,227.0 ,0 ,-
620004746,ヒルナミン筋注２５ｍｇ　２．５％１ｍＬ,管,1172403A1059,56.0 ,0 ,-
621905201,リスパダール　コンスタ筋注用２５ｍｇ　（懸濁用液付）,キット,1179407G1026,"24,192.0 ",0 ,-
621974901,ラジカット点滴静注バッグ３０ｍｇ　１００ｍＬ,キット,1190401G1026,"5,115.0 ",0 ,"24,710 "
640451014,ラジカット注３０ｍｇ　２０ｍＬ,管,1190401A1023,"5,115.0 ",0 ,"1,996 "
622079601,エダラボン点滴静注液３０ｍｇバッグ「ＮＰ」　１００ｍＬ,キット,1190401G1069,"1,879.0 ",1 ,-
622067501,エダラボン点滴静注３０ｍｇバッグ「ＤＳＥＰ」　１００ｍＬ,キット,1190401G1034,"2,766.0 ",1 ,-
641210105,静注用キシロカイン２％　５ｍＬ,管,1214401A5014,92.0 ,0 ,"1,571 "
640443006,マーカイン注脊麻用０．５％等比重　４ｍＬ,管,1214403A5021,395.0 ,0 ,-
641210018,マーカイン注０．２５％,ｍＬＶ,1214403A2022,14.7 ,0 ,-
641210023,リドカイン注射液　２％,ｍＬＶ,1214401A4018,14.0 ,0 ,-
620007263,キシロカイン注ポリアンプ１％　１０ｍＬ,管,1214400A8051,98.0 ,0 ,-
620007264,キシロカイン注ポリアンプ２％　５ｍＬ,管,1214400A9058,78.0 ,0 ,-
640443005,マーカイン注脊麻用０．５％高比重　４ｍＬ,管,1214403A4025,395.0 ,0 ,-
640451002,アナペイン注７．５ｍｇ／ｍＬ　０．７５％１０ｍＬ,管,1214405A3028,626.0 ,0 ,-
620007262,キシロカイン注ポリアンプ１％　５ｍＬ,管,1214400A7055,58.0 ,0 ,-
641210090,０．５％カルボカイン注,ｍＬＶ,1214402A1021,10.9 ,0 ,-
641210103,リドカイン注「ＮＭ」２％,ｍＬＶ,1214401A4018,14.0 ,0 ,-
620006811,ポプスカイン０．２５％注２５ｍｇ／１０ｍＬ,管,1214407A1024,357.0 ,0 ,-
641210096,キシロカイン０．５％筋注用溶解液　３ｍＬ,管,1214401A2015,95.0 ,0 ,-
641210021,リドカイン注射液　０．５％３ｍＬ,管,1214401A2015,95.0 ,0 ,-
620007260,キシロカイン注ポリアンプ０．５％　５ｍＬ,管,1214400A5052,58.0 ,0 ,-
641210024,リドカイン注射液　２％５ｍＬ,管,1214401A5014,92.0 ,0 ,-
621537302,リドカイン塩酸塩注射液２％「ファイザー」　５ｍＬ,管,1214400A9074,58.0 ,1 ,-
621537402,リドカイン塩酸塩注射液２％「ファイザー」　１０ｍＬ,管,1214400H1071,111.0 ,1 ,-
620008364,オビソート注射用０．１ｇ　１００ｍｇ（溶解液付）,管,1232400X1015,364.0 ,0 ,-
620008403,硫酸Ｍｇ補正液１ｍＥｑ／ｍＬ　０．５モル２０ｍＬ,管,1244401A1018,93.0 ,0 ,"11,231 "
620008918,ブスコパン注２０ｍｇ　２％１ｍＬ,管,1242401A1315,58.0 ,0 ,"3,479 "
641240041,硫酸マグネシウム注射液　０．５モル２０ｍＬ,管,1244401A1018,93.0 ,0 ,543 
620008920,ブチルスコポラミン臭化物注２０ｍｇ「日医工」　２％１ｍＬ,管,1242401A1331,56.0 ,1 ,-
620004683,スコルパン注２０ｍｇ　２％１ｍＬ,管,1242401A1277,56.0 ,1 ,-
621669601,ブチルスコポラミン臭化物注２０ｍｇシリンジ「ＮＰ」　１ｍＬ,筒,1242401G1032,148.0 ,1 ,-
620005855,アトロピン硫酸塩注０．５ｍｇ「タナベ」　０．０５％１ｍＬ,管,1242405A1011,93.0 ,0 ,-
620007425,ハイスコ皮下注０．５ｍｇ　０．０５％１ｍＬ,管,1242400A1035,61.0 ,0 ,-
620008950,リラダン注２０ｍｇ　２％１ｍＬ,管,1242401A1340,56.0 ,1 ,-
620006609,アトロピン硫酸塩注０．５ｍｇ「フソー」　０．０５％１ｍＬ,管,1242405A1011,93.0 ,0 ,-
620182301,ブチルスコポラミン臭化物注２０ｍｇ「ＮＰ」　２％１ｍＬ,管,1242401A1366,56.0 ,1 ,-
620002562,アトロピン注０．０５％シリンジ「テルモ」　１ｍＬ,筒,1242406G1035,152.0 ,1 ,-
641160001,トラベルミン注　１ｍＬ,管,1339500A1025,65.0 ,0 ,-
622363401,レスピア静注・経口液６０ｍｇ　３ｍＬ,瓶,2115405A1021,810.0 ,0 ,908 
620004320,ジゴシン注０．２５ｍｇ　０．０２５％１ｍＬ,管,2113400A1016,92.0 ,0 ,470 
620005805,ネオフィリン注２５０ｍｇ　２．５％１０ｍＬ,管,2115400A1010,92.0 ,0 ,-
620009262,キョーフィリン静注２５０ｍｇ　２．５％１０ｍＬ,管,2115400A1010,92.0 ,0 ,-
622395801,ネオフィリン注ＰＬ２５０ｍｇ　２．５％１０ｍＬ,管,2115404A1043,90.0 ,0 ,-
620008828,ジプロフィリン注３００ｍｇ「エーザイ」　１５％２ｍＬ,管,2115401A1201,62.0 ,0 ,-
620002610,リドカイン静注用２％シリンジ「テルモ」　５ｍＬ,筒,2129409G1036,157.0 ,1 ,864 
620005243,ワソラン静注５ｍｇ　０．２５％２ｍＬ,管,2129402A1040,263.0 ,0 ,-
620000339,ラシックス注２０ｍｇ,管,2139401A2137,61.0 ,0 ,"8,388 "
620272101,フロセミド注２０ｍｇ「テバ」,管,2139401A2200,57.0 ,1 ,"2,480 "
620271902,フロセミド注射液２０ｍｇ「日医工」,管,2139401A2196,57.0 ,1 ,"2,479 "
620004758,フロセミド注２０ｍｇ「トーワ」,管,2139401A2161,57.0 ,1 ,538 
620008863,ソルダクトン静注用１００ｍｇ,管,2133400D1082,438.0 ,0 ,-
620008864,ソルダクトン静注用２００ｍｇ,管,2133400D2097,744.0 ,0 ,-
622531501,フロセミド注２０ｍｇ「ＳＮ」,管,2139401A2218,57.0 ,1 ,-
620000340,ラシックス注１００ｍｇ,管,2139401A1033,144.0 ,0 ,-
622327300,カンレノ酸カリウム１００ｍｇ注射用,管,2133400D1015,128.0 ,1 ,-
620303501,ニカルジピン塩酸塩注射液１０ｍｇ「サワイ」　１０ｍＬ,管,2149400A2015,176.0 ,1 ,-
642140023,ペルジピン注射液１０ｍｇ　１０ｍＬ,管,2149400A2023,642.0 ,0 ,-
642140022,ペルジピン注射液２ｍｇ　２ｍＬ,管,2149400A1027,177.0 ,0 ,-
620006199,イミグランキット皮下注３ｍｇ　０．５ｍＬ,筒,2160402G1026,"2,934.0 ",0 ,"83,536 "
640443001,イミグラン注３　３ｍｇ１ｍＬ,管,2160402A1023,"3,100.0 ",0 ,-
620002593,ネオシネジンコーワ注１ｍｇ　０．１％１ｍＬ,管,2160400A1032,58.0 ,0 ,-
622488901,レパーサ皮下注１４０ｍｇペン　１ｍＬ,キット,2189401G2026,"22,948.0 ",0 ,"23,788 "
622508401,プラルエント皮下注７５ｍｇペン　１ｍＬ,キット,2189402G3027,"22,948.0 ",0 ,"5,528 "
622579101,レパーサ皮下注４２０ｍｇオートミニドーザー　３．５ｍＬ,キット,2189401G3022,"44,481.0 ",0 ,-
622471801,レパーサ皮下注１４０ｍｇシリンジ　１ｍＬ,筒,2189401G1020,"22,948.0 ",0 ,-
622508501,プラルエント皮下注１５０ｍｇペン　１ｍＬ,キット,2189402G4023,"44,481.0 ",0 ,-
622508601,プラルエント皮下注７５ｍｇシリンジ　１ｍＬ,筒,2189402G1024,"22,948.0 ",0 ,-
622262501,エポプロステノール静注用１．５ｍｇ「ＡＣＴ」,瓶,2190413F3055,"14,176.0 ",1 ,"195,713 "
640453085,静注用フローラン１．５ｍｇ,瓶,2190413F3020,"22,343.0 ",0 ,"149,812 "
640453083,静注用フローラン専用溶解液　５０ｍＬ,瓶,2190415A1020,"1,791.0 ",0 ,"110,113 "
622262301,エポプロステノール静注用０．５ｍｇ「ＡＣＴ」,瓶,2190413F2059,"7,474.0 ",1 ,"43,745 "
640453084,静注用フローラン０．５ｍｇ,瓶,2190413F2024,"11,150.0 ",0 ,"36,176 "
621976102,エポプロステノール静注用１．５ｍｇ「テバ」,瓶,2190413F3063,"14,176.0 ",1 ,"4,272 "
621976302,エポプロステノール静注用「テバ」専用溶解用液　５０ｍＬ,瓶,2190415A1054,894.0 ,1 ,"1,410 "
622349701,トレプロスト注射液２００ｍｇ　２０ｍＬ,瓶,2190416A4023,"842,076.0 ",0 ,"1,375 "
640453086,静注用フローラン１．５ｍｇ　（溶解液付）,瓶,2190413F4027,"25,368.0 ",0 ,649 
622349501,トレプロスト注射液５０ｍｇ　２０ｍＬ,瓶,2190416A2020,"339,537.0 ",0 ,622 
622349601,トレプロスト注射液１００ｍｇ　２０ｍＬ,瓶,2190416A3027,"534,711.0 ",0 ,587 
620002191,グリセオール注　２００ｍＬ,袋,2190501A4084,256.0 ,0 ,549 
622121901,エポプロステノール静注用「Ｆ」専用溶解液　５０ｍＬ,瓶,2190415A1038,936.0 ,1 ,490 
620002974,ノバスタンＨＩ注１０ｍｇ／２ｍＬ,管,2190408A2034,"3,053.0 ",0 ,477 
622349401,トレプロスト注射液２０ｍｇ　２０ｍＬ,瓶,2190416A1024,"186,277.0 ",0 ,-
622121701,エポプロステノール静注用０．５ｍｇ「Ｆ」,瓶,2190413F2032,"7,474.0 ",1 ,-
622121801,エポプロステノール静注用１．５ｍｇ「Ｆ」,瓶,2190413F3039,"14,176.0 ",1 ,-
622262401,エポプロステノール静注用０．５ｍｇ「ＡＣＴ」　（溶解液付）,瓶,2190413F1052,"8,414.0 ",1 ,-
640432002,静注用フローラン０．５ｍｇ　（溶解液付）,瓶,2190413F1028,"14,389.0 ",0 ,-
620369101,グリセレブ配合点滴静注　２００ｍＬ,袋,2190501A4114,178.0 ,1 ,-
620002192,グリセオール注　３００ｍＬ,袋,2190501A6087,382.0 ,0 ,-
622262601,エポプロステノール静注用１．５ｍｇ「ＡＣＴ」　（溶解液付）,瓶,2190413F4051,"18,089.0 ",1 ,-
620009611,２０％マンニットール注射液「ＹＤ」　３００ｍＬ,瓶,2190400A3018,477.0 ,0 ,-
640454034,パルクス注５μｇ　１ｍＬ,管,2190406A1055,"2,739.0 ",0 ,-
640454035,パルクス注１０μｇ　２ｍＬ,管,2190406A2051,"4,449.0 ",0 ,-
621471902,アルプロスタジル注５μｇ「Ｆ」　１ｍＬ,管,2190406A1128,"1,514.0 ",1 ,-
621491502,グリセリン・果糖配合点滴静注「ＨＫ」　２００ｍＬ,袋,2190501A4106,178.0 ,1 ,-
620369801,グリセレブ配合点滴静注　３００ｍＬ,袋,2190501A6117,259.0 ,1 ,-
640454028,ニコリンＨ注射液１ｇ　２５％４ｍＬ,管,2190404H5084,684.0 ,0 ,-
620004408,シチコリン注１０００ｍｇ／４ｍＬ「日医工」　２５％,管,2190404H5017,129.0 ,1 ,-
642220020,エフェドリン塩酸塩注射液　４％１ｍＬ,管,2221400A2010,92.0 ,0 ,-
642220029,ヱフェドリン「ナガヰ」注射液４０ｍｇ　４％１ｍＬ,管,2221400A2010,92.0 ,0 ,-
620374902,デキストロメトルファン臭化水素酸塩注射５ｍｇ日医工０．５％１ｍＬ,管,2223400A1042,54.0 ,1 ,-
620008900,ビソルボン注４ｍｇ　０．２％２ｍＬ,管,2234400A1062,57.0 ,0 ,"2,324 "
620005222,ブロムヘキシン塩酸塩注射液４ｍｇ「タイヨー」　０．２％２ｍＬ,管,2234400A1054,56.0 ,1 ,-
620006290,フストジル注射液５０ｍｇ　２ｍＬ,管,2249500A1039,56.0 ,0 ,-
622489001,ヌーカラ皮下注用１００ｍｇ,瓶,2290401D1020,"175,684.0 ",0 ,-
620002923,ガスター注射液２０ｍｇ　２ｍＬ,管,2325401A2027,232.0 ,0 ,"47,316 "
620003789,ファモチジン注射用２０ｍｇ「サワイ」,管,2325401D1086,123.0 ,1 ,"5,419 "
620002922,ガスター注射液１０ｍｇ　１ｍＬ,管,2325401A1020,146.0 ,0 ,"3,580 "
640451009,オメプラール注用２０　２０ｍｇ,瓶,2329403D1025,433.0 ,0 ,"2,852 "
620002579,ザンタック注射液１００ｍｇ　２．５％４ｍＬ,管,2325402A2030,195.0 ,0 ,"2,715 "
620005709,ラニチジン注射液５０ｍｇ「タイヨー」　２．５％２ｍＬ,管,2325402A1041,74.0 ,1 ,"2,562 "
620005878,ラニチジン注１００ｍｇシリンジ「ＮＰ」　４ｍＬ,筒,2325402G2032,235.0 ,1 ,"2,379 "
642320013,タガメット注射液２００ｍｇ　１０％２ｍＬ,管,2325400A1077,137.0 ,0 ,"1,667 "
621622201,ファモチジン注射用２０ｍｇ「テバ」,管,2325401D1124,108.0 ,1 ,"1,621 "
622063601,ファモチジン静注２０ｍｇ「日新」　２０ｍＬ,管,2325401A3031,123.0 ,1 ,"1,563 "
620004427,タケプロン静注用３０ｍｇ,瓶,2329404F1020,477.0 ,0 ,"1,512 "
620005877,ラニチジン注５０ｍｇシリンジ「ＮＰ」　２ｍＬ,筒,2325402G1036,207.0 ,1 ,"1,492 "
622036301,オメプラゾール注射用２０ｍｇ「日医工」,瓶,2329403D1068,265.0 ,1 ,"1,490 "
620002578,ザンタック注射液５０ｍｇ　２．５％２ｍＬ,管,2325402A1033,113.0 ,0 ,"1,316 "
620431902,シメチジン注射液２００ｍｇ「サワイ」　１０％２ｍＬ,管,2325400A1220,56.0 ,1 ,"1,173 "
622033301,オメプラゾール注用２０ｍｇ「ＮＰ」,瓶,2329403D1041,265.0 ,1 ,"1,026 "
621697702,ファモチジン静注２０ｍｇ「杏林」　２０ｍＬ,管,2325401A3040,123.0 ,1 ,907 
620431906,シメチジン注射液２００ｍｇ「トーワ」　１０％２ｍＬ,管,2325400A1247,56.0 ,1 ,792 
620003788,ファモチジン注射用１０ｍｇ「サワイ」,管,2325401D2040,95.0 ,1 ,770 
621651001,ファモチジン注用２０ｍｇ「トーワ」,管,2325401D1132,108.0 ,1 ,645 
621653001,ファモチジン注射用２０ｍｇ「日医工」,瓶,2325401D3046,123.0 ,1 ,455 
620008917,ファモチジン注射用２０ｍｇ「タカタ」,管,2325401D1108,108.0 ,1 ,-
621645303,ファモチジン注射用２０ｍｇ「オーハラ」,管,2325401D1116,123.0 ,1 ,-
620432602,アルタット静注用７５ｍｇ,管,2325403D1069,209.0 ,0 ,-
622000501,オメプラゾール注用２０ｍｇ「アメル」,瓶,2329403D1050,265.0 ,1 ,-
620005710,ラニチジン注射液１００ｍｇ「タイヨー」　２．５％４ｍＬ,管,2325402A2048,134.0 ,1 ,-
620005174,ソルコセリル注２ｍＬ,管,2329604A1054,127.0 ,0 ,-
622019802,オメプラゾール注用２０ｍｇ「ＴＹＫ」,瓶,2329403D1084,265.0 ,1 ,-
620003796,プリンペラン注射液１０ｍｇ　０．５％２ｍＬ,管,2399401A1083,57.0 ,0 ,"29,850 "
620007226,エリーテン注１０ｍｇ／２ｍＬ　０．５％,管,2399401A1105,56.0 ,1 ,"2,255 "
620507802,メトクロプラミド注１０ｍｇ「テバ」　０．５％２ｍＬ,管,2399401A1130,56.0 ,1 ,761 
620007386,テルペラン注射液１０ｍｇ　０．５％２ｍＬ,管,2399401A1113,56.0 ,1 ,-
620008196,グラニセトロン静注液３ｍｇシリンジ「サワイ」　３ｍＬ,筒,2391400G2039,"1,978.0 ",1 ,-
621970401,アロキシ静注０．７５ｍｇ　５ｍＬ,瓶,2391404A1020,"14,937.0 ",0 ,-
622004201,ノルディトロピン　フレックスプロ注　１０ｍｇ,キット,2412402P7023,"90,097.0 ",0 ,"135,686 "
621998101,ジェノトロピンゴークイック注用１２ｍｇ,キット,2412402P5020,"92,353.0 ",0 ,"76,913 "
620514304,ゴナトロピン注用５０００単位　５，０００単位,管,2413402X4137,573.0 ,0 ,"53,001 "
621283401,グロウジェクトＢＣ注射用８ｍｇ　（溶解液付）,筒,2412402L2038,"65,657.0 ",0 ,"44,482 "
621998001,ジェノトロピンゴークイック注用５．３ｍｇ　５．３３ｍｇ,キット,2412402P4024,"37,306.0 ",0 ,"43,448 "
620008906,ヒューマトロープ注射用１２ｍｇ　（溶解液付）,筒,2412402L4049,"81,860.0 ",0 ,"36,297 "
620008905,ヒューマトロープ注射用６ｍｇ　（溶解液付）,筒,2412402L1031,"44,507.0 ",0 ,"26,848 "
622004101,ノルディトロピン　フレックスプロ注　５ｍｇ,キット,2412402P6027,"47,842.0 ",0 ,"22,116 "
622004301,ノルディトロピン　フレックスプロ注　１５ｍｇ,キット,2412402P8020,"133,557.0 ",0 ,"10,712 "
622531401,グロウジェクト皮下注１２ｍｇ,筒,2412402A5036,"98,486.0 ",0 ,"10,252 "
620006206,ＨＣＧモチダ筋注用５千単位　５，０００単位,管,2413402X4110,573.0 ,0 ,"7,698 "
621561101,ジェノトロピンＴＣ注用１２ｍｇ　（溶解液付）,筒,2412402L4057,"78,592.0 ",0 ,"7,440 "
