"医薬品
コード",医薬品名,単位,"薬価基準収載
医薬品コード",薬価,"後発品
区分",総計
611170508,ソラナックス０．４ｍｇ錠,錠,1124023F1037,8.5 ,0,"43,828,363 "
610443047,マイスリー錠５ｍｇ,錠,1129009F1025,40.6 ,0,"35,654,113 "
611120055,ハルシオン０．２５ｍｇ錠,錠,1124007F2026,13.8 ,0,"34,271,319 "
620004625,レンドルミン錠０．２５ｍｇ,錠,1124009F1223,24.3 ,0,"29,514,940 "
610443048,マイスリー錠１０ｍｇ,錠,1129009F2021,65.0 ,0,"28,813,058 "
610463223,レンドルミンＤ錠０．２５ｍｇ,錠,1124009F2025,24.3 ,0,"27,610,130 "
611170499,コンスタン０．４ｍｇ錠,錠,1124023F1029,8.7 ,0,"19,903,724 "
611170005,２ｍｇセルシン錠,錠,1124017F2135,5.9 ,0,"17,134,773 "
611170689,メイラックス錠１ｍｇ,錠,1124029F1026,20.1 ,0,"16,861,846 "
611170470,ワイパックス錠０．５　０．５ｍｇ,錠,1124022F1067,5.8 ,0,"16,296,494 "
620049101,ロラゼパム錠０．５ｍｇ「サワイ」,錠,1124022F1083,5.0 ,1,"16,215,682 "
611170435,レキソタン錠２　２ｍｇ,錠,1124020F2030,5.8 ,0,"14,524,147 "
611120097,ロヒプノール錠１　１ｍｇ,錠,1124008F1032,13.3 ,0,"13,501,875 "
611170639,グランダキシン錠５０　５０ｍｇ,錠,1124026F1022,14.6 ,0,"13,264,426 "
622148801,ルネスタ錠１ｍｇ,錠,1129010F1028,51.0 ,0,"12,809,051 "
621920901,ブロチゾラムＯＤ錠０．２５ｍｇ「サワイ」,錠,1124009F2076,9.9 ,1,"11,992,023 "
610453117,ベンザリン錠５　５ｍｇ,錠,1124003F2222,10.4 ,0,"10,927,680 "
620006836,アルプラゾラム錠０．４ｍｇ「トーワ」,錠,1124023F1100,5.6 ,1,"10,437,350 "
620038001,トリアゾラム錠０．２５ｍｇ「日医工」,錠,1124007F2239,5.8 ,1,"10,189,002 "
622148901,ルネスタ錠２ｍｇ,錠,1129010F2024,80.9 ,0,"9,447,942 "
610444126,フルニトラゼパム錠１ｍｇ「アメル」,錠,1124008F1067,5.6 ,1,"9,248,041 "
611120081,ユーロジン２ｍｇ錠,錠,1124001F2029,14.4 ,0,"9,062,501 "
620049901,アルプラゾラム錠０．４ｍｇ「サワイ」,錠,1124023F1118,5.6 ,1,"8,676,285 "
611120111,アモバン錠７．５　７．５ｍｇ,錠,1129007F1026,21.6 ,0,"7,753,934 "
611120098,ロヒプノール錠２　２ｍｇ,錠,1124008F2039,19.6 ,0,"7,751,148 "
620039001,ブロチゾラム錠０．２５ｍｇ「トーワ」,錠,1124009F1010,8.5 ,1,"7,680,942 "
611120087,サイレース錠１ｍｇ,錠,1124008F1024,14.0 ,0,"7,116,567 "
611170436,レキソタン錠５　５ｍｇ,錠,1124020F4032,13.0 ,0,"6,833,661 "
610463174,フルニトラゼパム錠２ｍｇ「アメル」,錠,1124008F2012,5.8 ,1,"6,394,430 "
611120118,エバミール錠１．０　１ｍｇ,錠,1124010F1021,19.8 ,0,"6,308,913 "
622141901,ゾルピデム酒石酸塩錠５ｍｇ「トーワ」,錠,1129009F1289,15.6 ,1,"6,046,159 "
620005022,セディール錠１０ｍｇ,錠,1129008F2035,28.8 ,0,"6,000,859 "
611170159,セパゾン錠１　１ｍｇ,錠,1124014F1038,5.6 ,0,"5,816,531 "
620049801,アルプラゾラム錠０．４ｍｇ「アメル」,錠,1124023F1126,5.6 ,1,"5,766,373 "
620039501,ブロチゾラム錠０．２５ｍｇ「サワイ」,錠,1124009F1312,9.9 ,1,"5,722,638 "
620039402,ブロチゾラム錠０．２５ｍｇ「オーハラ」,錠,1124009F1010,8.5 ,1,"5,539,846 "
610422093,グッドミン錠０．２５ｍｇ,錠,1124009F1037,9.9 ,1,"5,351,777 "
620003151,ジアゼパム錠２ｍｇ「アメル」,錠,1124017F2194,5.6 ,1,"5,331,770 "
611120063,フェノバール錠３０ｍｇ,錠,1125004F1023,6.9 ,0,"5,191,231 "
620049401,ロラゼパム錠１ｍｇ「サワイ」,錠,1124022F2110,5.6 ,1,"4,992,675 "
611120114,リスミー錠２ｍｇ,錠,1129006F2028,27.4 ,0,"4,847,452 "
620039901,ブロチゾラム錠０．２５ｍｇ「日医工」,錠,1124009F1355,9.9 ,1,"4,715,890 "
611170181,セレナール錠１０　１０ｍｇ,錠,1124013F2064,5.7 ,0,"4,655,860 "
611170471,ワイパックス錠１．０　１ｍｇ,錠,1124022F2071,10.4 ,0,"4,492,522 "
620038802,ブロチゾラム錠０．２５ｍｇ「ヨシトミ」,錠,1124009F1398,9.9 ,1,"4,375,255 "
620039601,ブロチゾラム錠０．２５ｍｇ「アメル」,錠,1124009F1010,8.5 ,1,"4,265,220 "
611170160,セパゾン錠２　２ｍｇ,錠,1124014F2034,5.7 ,0,"3,966,759 "
611170127,ジアゼパム錠２「トーワ」　２ｍｇ,錠,1124017F2054,5.6 ,1,"3,956,922 "
620047101,セニラン錠２ｍｇ,錠,1124020F2048,5.6 ,1,"3,845,244 "
620053801,ロフラゼプ酸エチル錠１ｍｇ「サワイ」,錠,1124029F1123,7.4 ,1,"3,842,528 "
611120088,サイレース錠２ｍｇ,錠,1124008F2020,20.0 ,0,"3,715,735 "
611170008,５ｍｇセルシン錠,錠,1124017F4049,9.2 ,0,"3,657,137 "
611120080,ユーロジン１ｍｇ錠,錠,1124001F1022,9.1 ,0,"3,201,914 "
620059301,ゾピクロン錠７．５ｍｇ「サワイ」,錠,1129007F1123,7.9 ,1,"3,195,943 "
622142001,ゾルピデム酒石酸塩錠１０ｍｇ「トーワ」,錠,1129009F2285,25.9 ,1,"3,167,977 "
622276601,ブロチゾラムＯＤ錠０．２５ｍｇ「アメル」,錠,1124009F2017,8.5 ,1,"3,135,353 "
611170373,ホリゾン錠２ｍｇ,錠,1124017F2151,5.9 ,0,"3,122,033 "
611120117,ハルシオン０．１２５ｍｇ錠,錠,1124007F1020,9.5 ,0,"3,089,688 "
620037205,トリアゾラム錠０．２５ｍｇ「ＣＨ」,錠,1124007F2247,5.8 ,1,"2,978,157 "
620037802,トリアゾラム錠０．２５ｍｇ「テバ」,錠,1124007F2220,5.8 ,1,"2,969,748 "
611170126,ジアゼパム錠２「サワイ」　２ｍｇ,錠,1124017F2046,5.6 ,1,"2,933,761 "
611170434,レキソタン錠１　１ｍｇ,錠,1124020F1025,5.6 ,0,"2,903,022 "
622168001,ゾルピデム酒石酸塩ＯＤ錠５ｍｇ「サワイ」,錠,1129009F3044,15.6 ,1,"2,837,681 "
620004462,エリスパン錠０．２５ｍｇ,錠,1124019F1030,8.2 ,0,"2,776,810 "
620037601,トリアゾラム錠０．２５ｍｇ「ＴＣＫ」,錠,1124007F2204,5.8 ,1,"2,718,117 "
620037301,トリアゾラム錠０．２５ｍｇ「日新」,錠,1124007F2263,5.8 ,1,"2,583,072 "
620003588,ニトラゼパム錠５ｍｇ「トーワ」,錠,1124003F2249,5.4 ,1,"2,556,727 "
611120148,ハルラック錠０．２５ｍｇ,錠,1124007F2107,5.8 ,1,"2,540,910 "
620006049,トリクロリールシロップ１０％,ｍＬ,1129004Q1031,11.1 ,0,"2,392,806 "
611120113,リスミー錠１ｍｇ,錠,1129006F1021,17.4 ,0,"2,366,706 "
611120076,ベンザリン錠１０　１０ｍｇ,錠,1124003F3121,16.2 ,0,"2,352,426 "
611120112,アモバン錠１０　１０ｍｇ,錠,1129007F2022,26.0 ,0,"2,338,834 "
622279601,ゾルピデム酒石酸塩ＯＤ錠５ｍｇ「トーワ」,錠,1129009F3060,15.6 ,1,"2,289,630 "
621671201,ブロチゾラムＯＤ錠０．２５ｍｇ「テバ」,錠,1124009F2092,9.9 ,1,"2,268,563 "
620006017,ソレントミン錠０．２５ｍｇ,錠,1124009F1240,9.9 ,1,"2,247,352 "
620003152,ジアゼパム錠５ｍｇ「アメル」,錠,1124017F4200,5.7 ,1,"2,225,099 "
622176401,ゾルピデム酒石酸塩錠５ｍｇ「サンド」,錠,1129009F1254,15.6 ,1,"2,218,126 "
622174001,ゾルピデム酒石酸塩錠５ｍｇ「日医工」,錠,1129009F1297,15.6 ,1,"2,215,929 "
622139801,ゾルピデム酒石酸塩錠５ｍｇ「ＤＳＰ」,錠,1129009F1076,15.6 ,1,"2,156,582 "
620047401,セニラン錠５ｍｇ,錠,1124020F4040,7.2 ,1,"2,142,300 "
622170301,ゾルピデム酒石酸塩錠５ｍｇ「ＤＳＥＰ」,錠,1129009F1068,15.6 ,1,"2,135,416 "
622137201,ゾルピデム酒石酸塩ＯＤ錠５ｍｇ「ＥＥ」,錠,1129009F3028,15.6 ,1,"2,135,257 "
622175801,ゾルピデム酒石酸塩錠５ｍｇ「杏林」,錠,1129009F1220,15.6 ,1,"2,118,797 "
622153301,ゾルピデム酒石酸塩錠５ｍｇ「日新」,錠,1129009F1300,15.6 ,1,"2,009,106 "
621361502,トフィソパム錠５０ｍｇ「サワイ」,錠,1124026F1332,5.8 ,1,"1,976,089 "
622156101,ゾルピデム酒石酸塩錠５ｍｇ「ＴＣＫ」,錠,1129009F1165,21.7 ,1,"1,967,565 "
622144101,ゾルピデム酒石酸塩錠５ｍｇ「アメル」,錠,1129009F1203,15.6 ,1,"1,965,888 "
611170690,メイラックス錠２ｍｇ,錠,1124029F2022,36.1 ,0,"1,940,273 "
620006013,ゾピクロン錠７．５ｍｇ「トーワ」,錠,1129007F1107,7.9 ,1,"1,933,924 "
610463183,ブロチゾラムＭ錠０．２５「ＥＭＥＣ」　０．２５ｍｇ,錠,1124009F1185,9.9 ,1,"1,850,703 "
620043201,ジアゼパム錠２ｍｇ「ツルハラ」,錠,1124017F2216,5.6 ,1,"1,834,412 "
611170443,レスミット錠５　５ｍｇ,錠,1124021F2166,5.6 ,0,"1,825,622 "
610453023,エスタゾラム錠２ｍｇ「アメル」,錠,1124001F2037,11.3 ,1,"1,801,050 "
622015501,ブロチゾラムＯＤ錠０．２５ｍｇ「ＪＧ」,錠,1124009F2068,9.9 ,1,"1,797,983 "
610432030,ドラール錠１５　１５ｍｇ,錠,1124030F1029,90.6 ,0,"1,796,736 "
620004479,グランパム錠５０ｍｇ,錠,1124026F1219,5.8 ,1,"1,795,787 "
622164601,ゾルピデム酒石酸塩錠５ｍｇ「ＮＰ」,錠,1129009F1149,15.6 ,1,"1,774,722 "
620038901,ブロチゾラム錠０．２５ｍｇ「テバ」,錠,1124009F1010,8.5 ,1,"1,718,386 "
622175901,ゾルピデム酒石酸塩錠１０ｍｇ「杏林」,錠,1129009F2226,25.9 ,1,"1,708,857 "
621361522,トフィソパム錠５０ｍｇ「日医工」,錠,1124026F1324,5.8 ,1,"1,695,020 "
620066201,デパケンＲ錠２００ｍｇ,錠,1139004G2063,16.9 ,0,"48,915,734 "
620003654,リボトリール錠０．５ｍｇ,錠,1139003F1040,9.1 ,0,"19,584,444 "
621997501,イーケプラ錠５００ｍｇ,錠,1139010F2020,202.0 ,0,"15,732,154 "
611130101,テグレトール錠２００ｍｇ,錠,1139002F1062,11.1 ,0,"11,735,149 "
620007132,ランドセン錠０．５ｍｇ,錠,1139003F1059,9.1 ,0,"11,573,279 "
611130100,テグレトール錠１００ｍｇ,錠,1139002F2026,7.0 ,0,"11,220,166 "
620008564,ラミクタール錠２５ｍｇ,錠,1139009F3024,87.0 ,0,"8,288,309 "
611130087,エクセグラン錠１００ｍｇ,錠,1139005F1023,29.8 ,0,"7,471,912 "
