"医薬品
コード",医薬品名,"薬価基準収載
医薬品コード",薬価,"後発品
区分",総計
620003772,ドロレプタン注射液２５ｍｇ　２．５ｍｇ,1119401A1036,123.0 ,0,-
620002194,ケタラール筋注用５００ｍｇ　１０ｍＬ,1119400A2038,"1,526.0 ",0,-
620002195,ケタラール静注用２００ｍｇ　２０ｍＬ,1119400A1031,718.0 ,0,-
621984701,ケタラール静注用５０ｍｇ　５ｍＬ,1119400A3026,292.0 ,0,-
620003228,ドルミカム注射液１０ｍｇ　２ｍＬ,1124401A1052,133.0 ,0,"1,387 "
640454022,セルシン注射液１０ｍｇ,1124402A2053,98.0 ,0,-
620003835,ロヒプノール静注用２ｍｇ,1124400A1040,144.0 ,0,-
640454021,セルシン注射液５ｍｇ,1124402A1030,67.0 ,0,-
620003795,フェノバール注射液１００ｍｇ　１０％１ｍＬ,1125402A1054,75.0 ,0,-
620004200,ミダゾラム注１０ｍｇ「サンド」　２ｍＬ,1124401A1060,75.0 ,1,-
620005164,サイレース静注２ｍｇ,1124400A1058,159.0 ,0,-
641170026,ホリゾン注射液１０ｍｇ,1124402A2045,98.0 ,0,-
620004156,注射用アイオナール・ナトリウム（０．２）　２００ｍｇ,1125401D2028,243.0 ,0,-
620008567,ノーベルバール静注用２５０ｍｇ,1139400F1023,"2,119.0 ",0,-
620000188,アレビアチン注２５０ｍｇ　５％５ｍＬ,1132400A1033,132.0 ,0,-
622093701,ホストイン静注７５０ｍｇ　１０ｍＬ,1132401A1020,"6,361.0 ",0,-
620003246,レペタン注０．３ｍｇ,1149403A2057,213.0 ,0,"9,632 "
620003245,レペタン注０．２ｍｇ,1149403A1050,145.0 ,0,"6,990 "
620006355,ロピオン静注５０ｍｇ　５ｍＬ,1149407A1040,239.0 ,0,"5,929 "
622267401,アセリオ静注液１０００ｍｇ　１，０００ｍｇ１００ｍＬ,1141400A1024,332.0 ,0,"1,442 "
620004717,ノイロトロピン注射液３．６単位　３ｍＬ,1149601A2062,167.0 ,0,-
620000258,トラマール注１００　１００ｍｇ,1149400A1049,99.0 ,0,-
641140146,メチロン注２５％　２ｍＬ,1144400A3126,95.0 ,0,-
620005153,カシワドール静注　２０ｍＬ,1149500A1110,77.0 ,0,-
641140130,スルピリン注「ヒシヤマ」２５％　１ｍＬ,1144400A2014,92.0 ,0,-
641140136,メチロン注２５％　１ｍＬ,1144400A2014,92.0 ,0,-
620004651,カピステン筋注５０ｍｇ,1149402A1056,128.0 ,0,-
641140070,ペンタジン注射液１５　１５ｍｇ,1149401A1051,68.0 ,0,-
641140051,ソセゴン注射液１５ｍｇ,1149401A1027,68.0 ,0,-
622149301,アポカイン皮下注３０ｍｇ　３ｍＬ,1169400G1028,"7,766.0 ",0,"20,231 "
620008890,ドパストン静注５０ｍｇ　０．２５％２０ｍＬ,1164400A2041,282.0 ,0,"1,571 "
620008889,ドパストン静注２５ｍｇ　０．２５％１０ｍＬ,1164400A1045,153.0 ,0,-
620000242,セレネース注５ｍｇ　０．５％１ｍＬ,1179404A1070,92.0 ,0,"1,853 "
620004718,ノバミン筋注５ｍｇ　０．５％１ｍＬ,1172404A1037,61.0 ,0,"1,695 "
641170001,アタラックス－Ｐ注射液（２５ｍｇ／ｍｌ）　２．５％１ｍＬ,1179401A1026,56.0 ,0,"1,649 "
641170056,コントミン筋注２５ｍｇ　０．５％５ｍＬ,1171400A2011,92.0 ,0,-
641170052,コントミン筋注１０ｍｇ　０．５％２ｍＬ,1171400A1015,92.0 ,0,-
620008951,リントン注５ｍｇ　０．５％１ｍＬ,1179404A1089,56.0 ,1,-
641170002,アタラックス－Ｐ注射液（５０ｍｇ／ｍｌ）　５％１ｍＬ,1179401A2022,62.0 ,0,-
620007173,アナフラニール点滴静注液２５ｍｇ,1174401A1038,230.0 ,0,-
640463138,レボトミン筋注２５ｍｇ　２．５％１ｍＬ,1172403A1040,56.0 ,0,-
620004746,ヒルナミン筋注２５ｍｇ　２．５％１ｍＬ,1172403A1059,56.0 ,0,-
641170058,コントミン筋注５０ｍｇ　１％５ｍＬ,1171400A3018,94.0 ,0,-
621974901,ラジカット点滴静注バッグ３０ｍｇ　１００ｍＬ,1190401G1026,"5,893.0 ",0,"6,203 "
640451014,ラジカット注３０ｍｇ　２０ｍＬ,1190401A1023,"5,893.0 ",0,-
622045101,エダラボン点滴静注３０ｍｇバッグ「タカタ」　１００ｍＬ,1190401G1050,"2,589.0 ",1,-
641210018,マーカイン注０．２５％,1214403A2022,15.0 ,0,"1,400 "
640451005,アナペイン注１０ｍｇ／ｍＬ　１％２０ｍＬ,1214405A6027,"1,239.0 ",0,-
641210093,キシロカイン注射液０．５％,1214401A1027,10.2 ,0,-
641210019,マーカイン注０．５％,1214403A3029,20.3 ,0,-
641210096,キシロカイン０．５％筋注用溶解液　３ｍＬ,1214401A2015,96.0 ,0,-
641210105,静注用キシロカイン２％　５ｍＬ,1214401A5014,92.0 ,0,-
640443006,マーカイン注脊麻用０．５％等比重　４ｍＬ,1214403A5021,451.0 ,0,-
620007265,キシロカイン注ポリアンプ２％　１０ｍＬ,1214400H1055,147.0 ,0,-
640451001,アナペイン注２ｍｇ／ｍＬ　０．２％１００ｍＬ,1214405A2021,"1,673.0 ",0,-
620007264,キシロカイン注ポリアンプ２％　５ｍＬ,1214400A9058,81.0 ,0,-
641210023,リドカイン注射液　２％,1214401A4018,14.4 ,0,-
640451003,アナペイン注７．５ｍｇ／ｍＬ　０．７５％２０ｍＬ,1214405A4024,"1,138.0 ",0,-
620002572,オリベス点滴用１％　２００ｍＬ,1214404A2027,549.0 ,1,-
641210102,キシロカイン注射液２％,1214401A4026,16.4 ,0,-
620000221,局麻用フリードカイン注１％　５ｍＬ,1214400A7039,58.0 ,1,-
620007262,キシロカイン注ポリアンプ１％　５ｍＬ,1214400A7055,60.0 ,0,-
620007263,キシロカイン注ポリアンプ１％　１０ｍＬ,1214400A8051,102.0 ,0,-
641210024,リドカイン注射液　２％５ｍＬ,1214401A5014,92.0 ,0,-
641210103,リドカイン注「ＮＭ」２％,1214401A4018,14.4 ,0,-
641230018,ワゴスチグミン注０．５ｍｇ　０．０５％１ｍＬ,1233400A2016,94.0 ,0,-
620008364,オビソート注射用０．１ｇ　１００ｍｇ（溶解液付）,1232400X1015,364.0 ,0,-
620008403,硫酸Ｍｇ補正液１ｍＥｑ／ｍＬ　０．５モル２０ｍＬ,1244401A1018,93.0 ,0,"10,226 "
620008918,ブスコパン注２０ｍｇ　２％１ｍＬ,1242401A1315,58.0 ,0,"5,332 "
621669601,ブチルスコポラミン臭化物注２０ｍｇシリンジ「ＮＰ」　１ｍＬ,1242401G1032,155.0 ,1,-
620007425,ハイスコ皮下注０．５ｍｇ　０．０５％１ｍＬ,1242400A1035,62.0 ,0,-
620182301,ブチルスコポラミン臭化物注２０ｍｇ「ＮＰ」　２％１ｍＬ,1242401A1366,56.0 ,1,-
620005855,アトロピン硫酸塩注０．５ｍｇ「タナベ」　０．０５％１ｍＬ,1242405A1011,93.0 ,0,-
641240041,硫酸マグネシウム注射液　０．５モル２０ｍＬ,1244401A1018,93.0 ,0,-
620008920,ブチルスコポラミン臭化物注２０ｍｇ「日医工」　２％１ｍＬ,1242401A1331,56.0 ,1,-
641160001,トラベルミン注　１ｍＬ,1339500A1025,66.0 ,0,-
622363401,レスピア静注・経口液６０ｍｇ　３ｍＬ,2115405A1021,810.0 ,0,-
620004320,ジゴシン注０．２５ｍｇ　０．０２５％１ｍＬ,2113400A1016,92.0 ,0,-
620005805,ネオフィリン注２５０ｍｇ　２．５％１０ｍＬ,2115400A1010,92.0 ,0,-
620246404,ドパミン塩酸塩点滴６００ｍｇキットファイザー　０．３％２００ｍＬ,2119402P2107,"1,395.0 ",1,-
642110084,ドブトレックス注射液１００ｍｇ,2119404A1026,"1,208.0 ",0,-
620001937,ネオフィリン注点滴用バッグ２５０ｍｇ　２５０ｍＬ,2115404G1020,218.0 ,0,-
622395801,ネオフィリン注ＰＬ２５０ｍｇ　２．５％１０ｍＬ,2115404A1043,92.0 ,0,-
642110134,プレドパ注６００　０．３％２００ｍＬ,2119402P2026,"1,395.0 ",1,-
620002610,リドカイン静注用２％シリンジ「テルモ」　５ｍＬ,2129409G1036,164.0 ,1,-
620009200,ベラパミル塩酸塩静注５ｍｇ「タイヨー」　０．２５％２ｍＬ,2129402A1058,176.0 ,1,-
620005243,ワソラン静注５ｍｇ　０．２５％２ｍＬ,2129402A1040,277.0 ,0,-
620000339,ラシックス注２０ｍｇ,2139401A2137,61.0 ,0,"10,914 "
620272101,フロセミド注２０ｍｇ「テバ」,2139401A2200,57.0 ,1,"1,556 "
620271902,フロセミド注射液２０ｍｇ「日医工」,2139401A2196,57.0 ,1,"1,541 "
621782401,フロセミド注２０ｍｇシリンジ「テバ」　２ｍＬ,2139401G1036,130.0 ,1,-
620008863,ソルダクトン静注用１００ｍｇ,2133400D1082,468.0 ,0,-
620004758,フロセミド注２０ｍｇ「トーワ」,2139401A2161,57.0 ,1,-
620007548,ルネトロン注射液０．５ｍｇ,2139400A1039,57.0 ,0,-
620009199,フロセミド注２０ｍｇ「タイヨー」,2139401A2188,57.0 ,1,-
620008864,ソルダクトン静注用２００ｍｇ,2133400D2097,795.0 ,0,-
620005221,フロセミド注２０ｍｇシリンジ「タイヨー」　２ｍＬ,2139401G1028,130.0 ,1,-
622098801,カンレノ酸カリウム静注用１００ｍｇ「サワイ」,2133400D4022,148.0 ,1,-
620000340,ラシックス注１００ｍｇ,2139401A1033,151.0 ,0,-
620004182,ベネクトミン静注用１００ｍｇ,2133400D1015,134.0 ,1,-
642140023,ペルジピン注射液１０ｍｇ　１０ｍＬ,2149400A2023,693.0 ,0,-
620006199,イミグランキット皮下注３ｍｇ　０．５ｍＬ,2160402G1026,"3,525.0 ",0,"75,136 "
640443001,イミグラン注３　３ｍｇ１ｍＬ,2160402A1023,"3,387.0 ",0,-
640453085,静注用フローラン１．５ｍｇ,2190413F3020,"25,659.0 ",0,"174,826 "
622262501,エポプロステノール静注用１．５ｍｇ「ＡＣＴ」,2190413F3055,"16,108.0 ",1,"164,786 "
640453083,静注用フローラン専用溶解液　５０ｍＬ,2190415A1020,"2,029.0 ",0,"125,843 "
640453084,静注用フローラン０．５ｍｇ,2190413F2024,"12,499.0 ",0,"47,681 "
622262301,エポプロステノール静注用０．５ｍｇ「ＡＣＴ」,2190413F2059,"8,374.0 ",1,"42,521 "
621976102,エポプロステノール静注用１．５ｍｇ「テバ」,2190413F3063,"16,108.0 ",1,"8,107 "
621976302,エポプロステノール静注用「テバ」専用溶解用液　５０ｍＬ,2190415A1054,"1,206.0 ",1,"4,727 "
640453086,静注用フローラン１．５ｍｇ　（溶解液付）,2190413F4027,"26,855.0 ",0,"1,745 "
621975902,エポプロステノール静注用０．５ｍｇ「テバ」,2190413F2067,"8,374.0 ",1,"1,451 "
622121901,エポプロステノール静注用「Ｆ」専用溶解液　５０ｍＬ,2190415A1038,"1,206.0 ",1,"1,400 "
621976101,エポプロステノール静注用１．５ｍｇ「タイヨー」,2190413F3047,"16,108.0 ",1,"1,079 "
622121801,エポプロステノール静注用１．５ｍｇ「Ｆ」,2190413F3039,"16,108.0 ",1,"1,065 "
640432002,静注用フローラン０．５ｍｇ　（溶解液付）,2190413F1028,"15,634.0 ",0,-
621976301,エポプロステノール静注用「タイヨー」専用溶解用液　５０ｍＬ,2190415A1046,"1,206.0 ",1,-
620002191,グリセオール注　２００ｍＬ,2190501A4084,277.0 ,0,-
622121701,エポプロステノール静注用０．５ｍｇ「Ｆ」,2190413F2032,"8,374.0 ",1,-
622349701,トレプロスト注射液２００ｍｇ　２０ｍＬ,2190416A4023,"842,076.0 ",0,-
622349601,トレプロスト注射液１００ｍｇ　２０ｍＬ,2190416A3027,"534,711.0 ",0,-
622349501,トレプロスト注射液５０ｍｇ　２０ｍＬ,2190416A2020,"339,537.0 ",0,-
621975901,エポプロステノール静注用０．５ｍｇ「タイヨー」,2190413F2040,"8,374.0 ",1,-
640463051,グリセリンＦ注　３００ｍＬ,2190501A6079,272.0 ,1,-
620009611,２０％マンニットール注射液「ＹＤ」　３００ｍＬ,2190400A3018,411.0 ,0,-
622349401,トレプロスト注射液２０ｍｇ　２０ｍＬ,2190416A1024,"186,277.0 ",0,-
620007274,グリセレブ点滴静注　２００ｍＬ,2190501A4092,185.0 ,1,-
620002192,グリセオール注　３００ｍＬ,2190501A6087,406.0 ,0,-
620000286,プリンク注１０μｇ　２ｍＬ,2190406A2086,"1,779.0 ",1,-
620003006,リプルキット注１０μｇ　２ｍＬ,2190406G2046,"4,598.0 ",0,-
640422034,グリポーゼ注　２００ｍＬ,2190501A1085,185.0 ,1,-
640454044,リプル注５μｇ　１ｍＬ,2190406A1063,"2,877.0 ",0,-
640454028,ニコリンＨ注射液１ｇ　２５％４ｍＬ,2190404H5084,710.0 ,0,-
620002193,グリセオール注　５００ｍＬ,2190501A5064,667.0 ,0,-
622262601,エポプロステノール静注用１．５ｍｇ「ＡＣＴ」　（溶解液付）,2190413F4051,"19,664.0 ",1,-
620369801,グリセレブ配合点滴静注　３００ｍＬ,2190501A6117,272.0 ,1,-
640454035,パルクス注１０μｇ　２ｍＬ,2190406A2051,"4,877.0 ",0,-
620002974,ノバスタンＨＩ注１０ｍｇ／２ｍＬ,2190408A2034,"3,327.0 ",0,-
642220020,エフェドリン塩酸塩注射液　４％１ｍＬ,2221400A2010,92.0 ,0,-
642220029,ヱフェドリン「ナガヰ」注射液４０ｍｇ　４％１ｍＬ,2221400A2010,92.0 ,0,-
620008900,ビソルボン注４ｍｇ　０．２％２ｍＬ,2234400A1062,57.0 ,0,-
620002923,ガスター注射液２０ｍｇ　２ｍＬ,2325401A2027,254.0 ,0,"51,906 "
620002578,ザンタック注射液５０ｍｇ　２．５％２ｍＬ,2325402A1033,127.0 ,0,"5,532 "
620003789,ファモチジン注射用２０ｍｇ「サワイ」,2325401D1086,137.0 ,1,"3,403 "
640451009,オメプラール注用２０　２０ｍｇ,2329403D1025,467.0 ,0,"3,129 "
620002922,ガスター注射液１０ｍｇ　１ｍＬ,2325401A1020,157.0 ,0,"3,098 "
620004427,タケプロン静注用３０ｍｇ,2329404F1020,514.0 ,0,"2,583 "
620002579,ザンタック注射液１００ｍｇ　２．５％４ｍＬ,2325402A2030,219.0 ,0,"2,535 "
620005709,ラニチジン注射液５０ｍｇ「タイヨー」　２．５％２ｍＬ,2325402A1041,81.0 ,1,"1,825 "
642320013,タガメット注射液２００ｍｇ　１０％２ｍＬ,2325400A1077,142.0 ,0,"1,103 "
620005877,ラニチジン注５０ｍｇシリンジ「ＮＰ」　２ｍＬ,2325402G1036,207.0 ,1,"1,025 "
622063601,ファモチジン静注２０ｍｇ「日新」　２０ｍＬ,2325401A3031,137.0 ,1,-
621651001,ファモチジン注用２０ｍｇ「トーワ」,2325401D1132,122.0 ,1,-
620431906,シメチジン注射液２００ｍｇ「トーワ」　１０％２ｍＬ,2325400A1247,56.0 ,1,-
622036301,オメプラゾール注射用２０ｍｇ「日医工」,2329403D1068,294.0 ,1,-
621622201,ファモチジン注射用２０ｍｇ「テバ」,2325401D1124,122.0 ,1,-
621653001,ファモチジン注射用２０ｍｇ「日医工」,2325401D3046,137.0 ,1,-
620431902,シメチジン注射液２００ｍｇ「サワイ」　１０％２ｍＬ,2325400A1220,56.0 ,1,-
620005878,ラニチジン注１００ｍｇシリンジ「ＮＰ」　４ｍＬ,2325402G2032,262.0 ,1,-
621645303,ファモチジン注射用２０ｍｇ「オーハラ」,2325401D1116,137.0 ,1,-
620005710,ラニチジン注射液１００ｍｇ「タイヨー」　２．５％４ｍＬ,2325402A2048,145.0 ,1,-
