"医薬品
コード",医薬品名,"薬価基準収載
医薬品コード",薬価,"後発品
区分",総計
611170508,ソラナックス０．４ｍｇ錠,1124023F1037,9.2 ,0,"53,385,974 "
611120055,ハルシオン０．２５ｍｇ錠,1124007F2026,14.7 ,0,"43,603,626 "
610443047,マイスリー錠５ｍｇ,1129009F1025,43.7 ,0,"42,058,744 "
620004625,レンドルミン錠０．２５ｍｇ,1124009F1223,26.4 ,0,"37,076,241 "
610463223,レンドルミンＤ錠０．２５ｍｇ,1124009F2025,26.4 ,0,"35,935,709 "
610443048,マイスリー錠１０ｍｇ,1129009F2021,69.7 ,0,"34,876,243 "
611170499,コンスタン０．４ｍｇ錠,1124023F1029,9.4 ,0,"25,368,819 "
611170005,２ｍｇセルシン錠,1124017F2135,5.9 ,0,"21,954,991 "
611170689,メイラックス錠１ｍｇ,1124029F1026,21.6 ,0,"20,402,605 "
611170470,ワイパックス錠０．５　０．５ｍｇ,1124022F1067,6.1 ,0,"19,200,090 "
611120097,ロヒプノール錠１　１ｍｇ,1124008F1032,14.2 ,0,"17,079,401 "
611170435,レキソタン錠２　２ｍｇ,1124020F2030,6.0 ,0,"16,966,157 "
611170639,グランダキシン錠５０　５０ｍｇ,1124026F1022,15.7 ,0,"16,105,787 "
620049101,ロラゼパム錠０．５ｍｇ「サワイ」,1124022F1083,5.0 ,1,"15,189,317 "
610453117,ベンザリン錠５　５ｍｇ,1124003F2222,11.0 ,0,"13,938,563 "
611120111,アモバン錠７．５　７．５ｍｇ,1129007F1026,23.1 ,0,"12,467,356 "
610422093,グッドミン錠０．２５ｍｇ,1124009F1037,10.7 ,1,"11,091,647 "
611120081,ユーロジン２ｍｇ錠,1124001F2029,15.6 ,0,"11,041,913 "
620038001,トリアゾラム錠０．２５ｍｇ「日医工」,1124007F2239,5.8 ,1,"10,535,602 "
611120098,ロヒプノール錠２　２ｍｇ,1124008F2039,20.9 ,0,"10,349,040 "
621920901,ブロチゾラムＯＤ錠０．２５ｍｇ「サワイ」,1124009F2076,10.7 ,1,"9,556,404 "
620006836,アルプラゾラム錠０．４ｍｇ「トーワ」,1124023F1100,5.6 ,1,"9,432,341 "
611120087,サイレース錠１ｍｇ,1124008F1024,15.1 ,0,"8,310,262 "
610444126,フルニトラゼパム錠１ｍｇ「アメル」,1124008F1067,5.6 ,1,"8,238,946 "
622148801,ルネスタ錠１ｍｇ,1129010F1028,51.0 ,0,"8,205,971 "
611170436,レキソタン錠５　５ｍｇ,1124020F4032,14.0 ,0,"8,079,251 "
620005022,セディール錠１０ｍｇ,1129008F2035,31.2 ,0,"7,879,608 "
611120118,エバミール錠１．０　１ｍｇ,1124010F1021,20.8 ,0,"7,671,099 "
620039001,ブロチゾラム錠０．２５ｍｇ「トーワ」,1124009F1010,8.5 ,1,"7,665,988 "
610463174,フルニトラゼパム錠２ｍｇ「アメル」,1124008F2012,6.2 ,1,"6,924,439 "
620049901,アルプラゾラム錠０．４ｍｇ「サワイ」,1124023F1118,5.6 ,1,"6,784,370 "
611170159,セパゾン錠１　１ｍｇ,1124014F1038,5.6 ,0,"6,762,809 "
620039501,ブロチゾラム錠０．２５ｍｇ「サワイ」,1124009F1312,10.7 ,1,"6,410,708 "
611120114,リスミー錠２ｍｇ,1129006F2028,29.7 ,0,"6,323,937 "
611170181,セレナール錠１０　１０ｍｇ,1124013F2064,5.7 ,0,"6,255,329 "
622148901,ルネスタ錠２ｍｇ,1129010F2024,80.9 ,0,"5,815,145 "
620039402,ブロチゾラム錠０．２５ｍｇ「オーハラ」,1124009F1010,8.5 ,1,"5,688,647 "
611120063,フェノバール錠３０ｍｇ,1125004F1023,7.1 ,0,"5,493,226 "
611170471,ワイパックス錠１．０　１ｍｇ,1124022F2071,11.2 ,0,"5,433,650 "
622141901,ゾルピデム酒石酸塩錠５ｍｇ「トーワ」,1129009F1289,20.2 ,1,"5,411,164 "
620049401,ロラゼパム錠１ｍｇ「サワイ」,1124022F2110,5.6 ,1,"5,058,322 "
620003151,ジアゼパム錠２ｍｇ「アメル」,1124017F2194,5.6 ,1,"4,858,599 "
611170160,セパゾン錠２　２ｍｇ,1124014F2034,5.7 ,0,"4,744,301 "
620037802,トリアゾラム錠０．２５ｍｇ「テバ」,1124007F2220,5.8 ,1,"4,716,894 "
611120088,サイレース錠２ｍｇ,1124008F2020,21.5 ,0,"4,654,921 "
611170008,５ｍｇセルシン錠,1124017F4049,9.2 ,0,"4,590,520 "
611170127,ジアゼパム錠２「トーワ」　２ｍｇ,1124017F2054,5.6 ,1,"4,577,175 "
620039901,ブロチゾラム錠０．２５ｍｇ「日医工」,1124009F1010,8.5 ,1,"4,555,374 "
620006017,ソレントミン錠０．２５ｍｇ,1124009F1010,8.5 ,1,"4,088,142 "
611170373,ホリゾン錠２ｍｇ,1124017F2151,5.9 ,0,"3,952,182 "
611120080,ユーロジン１ｍｇ錠,1124001F1022,9.9 ,0,"3,829,693 "
611120117,ハルシオン０．１２５ｍｇ錠,1124007F1020,10.2 ,0,"3,736,310 "
620039601,ブロチゾラム錠０．２５ｍｇ「アメル」,1124009F1010,8.5 ,1,"3,714,553 "
620004462,エリスパン錠０．２５ｍｇ,1124019F1030,8.6 ,0,"3,690,256 "
620047101,セニラン錠２ｍｇ,1124020F2048,5.6 ,1,"3,536,896 "
611120112,アモバン錠１０　１０ｍｇ,1129007F2022,27.9 ,0,"3,497,712 "
620037205,トリアゾラム錠０．２５ｍｇ「ＣＨ」,1124007F2247,5.8 ,1,"3,417,829 "
611170434,レキソタン錠１　１ｍｇ,1124020F1025,5.6 ,0,"3,336,161 "
