"医薬品
コード",医薬品名,単位,"薬価基準収載
医薬品コード",薬価,"後発品
区分",総計
620000199,１％プロポフォール注「マルイシ」　２００ｍｇ２０ｍＬ,管,1119402A1030,648.0 ,1,"69,502 "
620008359,イソゾール注射用０．５ｇ　５００ｍｇ（溶解液付）,瓶,1115403D3019,463.0 ,0,"20,127 "
620008541,プロポフォール１％静注２０ｍＬ「日医工」　２００ｍｇ,管,1119402A1073,648.0 ,1,"16,636 "
641110021,ラボナール注射用０．３ｇ　３００ｍｇ,管,1115400X1019,851.0 ,0,"14,001 "
641110022,ラボナール注射用０．５ｇ　５００ｍｇ,管,1115400X2015,"1,028.0 ",0,"13,228 "
640407085,１％ディプリバン注　２００ｍｇ２０ｍＬ,管,1119402A1022,"1,122.0 ",0,"12,921 "
621702402,プロポフォール１％静注２０ｍＬ「ファイザー」　２００ｍｇ,管,1119402A1111,648.0 ,1,"10,102 "
622339801,プロポフォール静注１％２０ｍＬ「ＦＫ」　２００ｍｇ,管,1119402A1103,555.0 ,1,"8,296 "
640451018,１％ディプリバン注－キット　５００ｍｇ５０ｍＬ,筒,1119402G2021,"1,754.0 ",0,"6,378 "
621984701,ケタラール静注用５０ｍｇ　５ｍＬ,管,1119400A3026,287.0 ,0,"6,085 "
620000200,１％プロポフォール注「マルイシ」　５００ｍｇ５０ｍＬ,瓶,1119402A2037,877.0 ,1,"6,020 "
620002195,ケタラール静注用２００ｍｇ　２０ｍＬ,瓶,1119400A1031,705.0 ,0,"5,811 "
640451017,１％ディプリバン注－キット　２００ｍｇ２０ｍＬ,筒,1119402G1025,"1,249.0 ",0,"5,268 "
620003772,ドロレプタン注射液２５ｍｇ　２．５ｍｇ,ｍＬＶ,1119401A1036,112.0 ,0,"4,364 "
621702502,プロポフォール１％静注５０ｍＬ「ファイザー」　５００ｍｇ,瓶,1119402A2142,877.0 ,1,"3,599 "
620009266,チトゾール注用０．３ｇ　３００ｍｇ（溶解液付）,瓶,1115403D4015,460.0 ,0,"1,470 "
622339901,プロポフォール静注１％５０ｍＬ「ＦＫ」　５００ｍｇ,瓶,1119402A2134,697.0 ,1,"1,205 "
620000201,１％プロポフォール注「マルイシ」　１ｇ１００ｍＬ,瓶,1119402A3025,"1,343.0 ",1,"1,201 "
620009267,チトゾール注用０．５ｇ　５００ｍｇ（溶解液付）,瓶,1115403D3051,475.0 ,0,949 
620008542,プロポフォール１％静注５０ｍＬ「日医工」　５００ｍｇ,瓶,1119402A2100,877.0 ,1,593 
620002194,ケタラール筋注用５００ｍｇ　１０ｍＬ,瓶,1119400A2038,"1,501.0 ",0,466 
640407086,１％ディプリバン注　５００ｍｇ５０ｍＬ,瓶,1119402A2029,"1,629.0 ",0,-
620002972,２％プロポフォール注「マルイシ」　１ｇ５０ｍＬ,瓶,1119402A5028,"1,343.0 ",1,-
620002963,注射用チアミラールナトリウム　５００ｍｇ（溶解液付）,瓶,1115403D3019,463.0 ,0,-
622340001,プロポフォール静注１％１００ｍＬ「ＦＫ」　１ｇ,瓶,1119402A3084,"1,343.0 ",1,-
641110010,注射用チオペンタールナトリウム　５００ｍｇ,管,1115400X2015,"1,028.0 ",0,-
641110009,注射用チオペンタールナトリウム　３００ｍｇ,管,1115400X1019,851.0 ,0,-
622224202,プロポフォール１％静注１００ｍＬ「ファイザー」　１ｇ,瓶,1119402A3092,"1,343.0 ",1,-
620005677,注射用チアミラールナトリウム　３００ｍｇ（溶解液付）,瓶,1115403D4015,460.0 ,0,-
620008171,１％ディプリバン注　１ｇ１００ｍＬ,瓶,1119402A3033,"1,660.0 ",0,-
622207301,プロポフォール１％静注１００ｍＬ「日医工」　１ｇ,瓶,1119402A3050,"1,343.0 ",1,-
620003228,ドルミカム注射液１０ｍｇ　２ｍＬ,管,1124401A1052,116.0 ,0,"1,057,596 "
620004200,ミダゾラム注１０ｍｇ「サンド」　２ｍＬ,管,1124401A1060,65.0 ,1,"842,730 "
640454021,セルシン注射液５ｍｇ,管,1124402A1030,62.0 ,0,"471,849 "
640454022,セルシン注射液１０ｍｇ,管,1124402A2053,88.0 ,0,"439,212 "
641170026,ホリゾン注射液１０ｍｇ,管,1124402A2045,88.0 ,0,"423,201 "
620005164,サイレース静注２ｍｇ,管,1124400A1058,141.0 ,0,"377,370 "
621837101,ミダゾラム注射液１０ｍｇ「テバ」　２ｍＬ,管,1124401A1087,65.0 ,1,"317,222 "
620005169,ジアゼパム注射液１０ｍｇ「タイヨー」,管,1124402A2061,58.0 ,1,"167,047 "
620003835,ロヒプノール静注用２ｍｇ,管,1124400A1040,141.0 ,0,"130,045 "
622103701,ジアゼパム注射液５ｍｇ「タイヨー」,管,1124402A1049,56.0 ,1,"36,898 "
620003795,フェノバール注射液１００ｍｇ　１０％１ｍＬ,管,1125402A1054,72.0 ,0,"17,095 "
620001913,プレセデックス静注液２００μｇ「マルイシ」　２ｍＬ,瓶,1129400A1038,"5,098.0 ",0,"1,709 "
620004156,注射用アイオナール・ナトリウム（０．２）　２００ｍｇ,瓶,1125401D2028,226.0 ,0,747 
621711302,プレセデックス静注液２００μｇ「ファイザー」　２ｍＬ,瓶,1129400A1054,"4,897.0 ",0,700 
622630901,プレセデックス静注液２００μｇ／５０ｍＬシリンジ「ファイザー」,筒,1129400G1022,"5,212.0 ",0,688 
622625801,プレセデックス静注液２００μｇ／５０ｍＬシリンジ「マルイシ」,筒,1129400G1030,"5,413.0 ",0,-
622667301,デクスメデトミジン静注液２００μｇ／５０ｍＬシリンジ「ニプロ」,筒,1129400G1049,"2,223.0 ",1,-
622667401,デクスメデトミジン静注液２００μｇ「ニプロ」　２ｍＬ,瓶,1129400A1070,"1,908.0 ",1,-
622308401,イーケプラ点滴静注５００ｍｇ　５ｍＬ,瓶,1139402A1025,"1,972.0 ",0,"17,058 "
622093701,ホストイン静注７５０ｍｇ　１０ｍＬ,瓶,1132401A1020,"6,361.0 ",0,"6,260 "
620000188,アレビアチン注２５０ｍｇ　５％５ｍＬ,管,1132400A1033,125.0 ,0,"3,708 "
620008567,ノーベルバール静注用２５０ｍｇ,瓶,1139400F1023,"2,119.0 ",0,"1,100 "
622370301,ミダフレッサ静注０．１％　１０ｍｇ１０ｍＬ,瓶,1139401A1020,"3,336.0 ",0,491 
622653401,ロラピタ静注２ｍｇ　１ｍＬ,瓶,1139403A1020,"2,225.0 ",0,-
620004717,ノイロトロピン注射液３．６単位　３ｍＬ,管,1149601A2062,160.0 ,0,"13,723,831 "
620001936,ネオビタカイン注シリンジ５ｍＬ,筒,1149503G1027,341.0 ,0,"5,082,867 "
620003776,ネオビタカイン注５ｍＬ,管,1149503A1083,223.0 ,0,"1,390,286 "
620114004,ナブトピン注３．６単位　３ｍＬ,管,1149601A2097,75.0 ,1,"1,045,870 "
620004651,カピステン筋注５０ｍｇ,管,1149402A1056,118.0 ,0,"939,440 "
620111101,ザルソロイチン静注２０ｍＬ,管,1149500A1128,58.0 ,1,"835,451 "
620005153,カシワドール静注　２０ｍＬ,管,1149500A1110,77.0 ,0,"790,939 "
640412023,ジブカルソー注　５ｍＬ,管,1149503A1032,70.0 ,1,"748,085 "
621217201,ザルソロイチン静注１０ｍＬ,管,1149501A1130,59.0 ,1,"736,923 "
620003775,ネオビタカイン注２ｍＬ,管,1149502A1089,183.0 ,0,"621,548 "
620001935,ネオビタカイン注シリンジ２ｍＬ,筒,1149502G1022,307.0 ,0,"616,061 "
620004716,ノイロトロピン注射液１．２単位　１ｍＬ,管,1149601A1031,85.0 ,0,"499,791 "
620109703,ケトプロフェン筋注５０ｍｇ「日新」,管,1149402A1080,56.0 ,1,"429,067 "
622525501,アセリオ静注液１０００ｍｇバッグ　１，０００ｍｇ１００ｍＬ,袋,1141400A2020,323.0 ,0,"401,510 "
620008930,ヘパルス静注０．５ｇ　５％１０ｍＬ,管,1143400A2130,58.0 ,1,"387,440 "
641140051,ソセゴン注射液１５ｍｇ,管,1149401A1027,62.0 ,0,"370,902 "
640412022,ジブカルソー注　２ｍＬ,管,1149502A1038,58.0 ,1,"317,669 "
620007313,ジカベリン注５ｍＬ,管,1149503A1105,70.0 ,1,"264,759 "
620005168,サルソニン静注０．５ｇ　５％１０ｍＬ,管,1143400A2106,58.0 ,1,"233,402 "
620074401,サリチル酸ナトリウム静注０．５ｇ「日新」　５％１０ｍＬ,管,1143400A2149,58.0 ,1,"231,470 "
620004696,タイオゼット注５ｍＬ,管,1149503A1016,60.0 ,1,"205,043 "
640412018,ザルチロン注　１０ｍＬ,管,1149501A1092,59.0 ,1,"157,897 "
620004727,ハフトロン静注０．５ｇ　５％１０ｍＬ,管,1143400A2092,58.0 ,1,"142,085 "
620006217,カシロン静注１０ｍＬ,管,1149501A1122,59.0 ,1,"138,741 "
640433062,ビーセルファ注　５ｍＬ,管,1149503A1075,70.0 ,1,"138,341 "
641140136,メチロン注２５％　１ｍＬ,管,1144400A2014,92.0 ,0,"137,291 "
620007312,ジカベリン注２ｍＬ,管,1149502A1011,58.0 ,1,"128,354 "
620006232,ザルソロン静注５００ｍｇ　５％１０ｍＬ,管,1143400A2114,58.0 ,1,"119,055 "
622267401,アセリオ静注液１０００ｍｇ　１，０００ｍｇ１００ｍＬ,瓶,1141400A1024,323.0 ,0,"103,584 "
620004649,カシミタール静注　２０ｍＬ,管,1149500A1101,59.0 ,0,"101,729 "
620112101,ヤスラミン配合静注　１０ｍＬ,管,1149501A1149,59.0 ,1,"75,021 "
640433061,ビーセルファ注　２ｍＬ,管,1149502A1070,58.0 ,1,"70,409 "
620004695,タイオゼット注２ｍＬ,管,1149502A1097,58.0 ,1,"63,053 "
641140146,メチロン注２５％　２ｍＬ,管,1144400A3126,95.0 ,0,"60,594 "
640407152,サイリジン注　１０ｍＬ,管,1149501A1068,59.0 ,1,"60,321 "
620006355,ロピオン静注５０ｍｇ　５ｍＬ,管,1149407A1040,219.0 ,0,"59,260 "
620076111,スルピリン注射液２５０ｍｇ「日医工」　２５％１ｍＬ,管,1144400A2014,92.0 ,0,"47,905 "
620076209,スルピリン注射液５００ｍｇ「日医工」　２５％２ｍＬ,管,1144400A3010,92.0 ,0,"27,813 "
620005167,サルソニン静注０．２５ｇ　５％５ｍＬ,管,1143400A1037,56.0 ,1,"24,383 "
641140046,スルピリン注射液　２５％１ｍＬ,管,1144400A2014,92.0 ,0,"23,581 "
620003245,レペタン注０．２ｍｇ,管,1149403A1050,129.0 ,0,"21,025 "
620074201,サリチル酸Ｎａ静注０．５ｇ「フソー」　５％１０ｍＬ,管,1143400A2165,58.0 ,1,"15,849 "
641140052,ソセゴン注射液３０ｍｇ,管,1149401A2023,120.0 ,0,"11,519 "
620076107,スルピリン注２５０ｍｇ「ＮＰ」　２５％１ｍＬ,管,1144400A2014,92.0 ,0,"11,470 "
641140153,ピリツイン注　２０ｍＬ,管,1149500A1098,58.0 ,1,"9,986 "
641140047,スルピリン注射液　２５％２ｍＬ,管,1144400A3010,92.0 ,0,"8,100 "
