"医薬品
コード",医薬品名,単位,"薬価基準収載
医薬品コード",薬価,"後発品
区分",総計
611170508,ソラナックス０．４ｍｇ錠,錠,1124023F1037,7.9 ,0,"125,760,058 "
610443047,マイスリー錠５ｍｇ,錠,1129009F1025,37.0 ,0,"119,739,951 "
620049101,ロラゼパム錠０．５ｍｇ「サワイ」,錠,1124022F1083,5.0 ,1,"108,399,230 "
620049901,アルプラゾラム錠０．４ｍｇ「サワイ」,錠,1124023F1118,5.6 ,1,"96,428,682 "
610444126,フルニトラゼパム錠１ｍｇ「アメル」,錠,1124008F1067,5.6 ,1,"76,583,015 "
611120055,ハルシオン０．２５ｍｇ錠,錠,1124007F2026,13.0 ,0,"74,353,969 "
622148801,ルネスタ錠１ｍｇ,錠,1129010F1028,48.8 ,0,"73,176,991 "
610443048,マイスリー錠１０ｍｇ,錠,1129009F2021,59.2 ,0,"72,197,602 "
610463223,レンドルミンＤ錠０．２５ｍｇ,錠,1124009F2025,22.5 ,0,"69,808,110 "
621920901,ブロチゾラムＯＤ錠０．２５ｍｇ「サワイ」,錠,1124009F2076,9.9 ,1,"65,995,719 "
620004625,レンドルミン錠０．２５ｍｇ,錠,1124009F1223,22.5 ,0,"64,093,967 "
622148901,ルネスタ錠２ｍｇ,錠,1129010F2024,77.5 ,0,"63,354,204 "
611170470,ワイパックス錠０．５　０．５ｍｇ,錠,1124022F1067,5.8 ,0,"59,016,464 "
620038802,ブロチゾラム錠０．２５ｍｇ「ヨシトミ」,錠,1124009F1398,9.9 ,1,"56,654,115 "
620006836,アルプラゾラム錠０．４ｍｇ「トーワ」,錠,1124023F1100,5.6 ,1,"49,130,921 "
610463174,フルニトラゼパム錠２ｍｇ「アメル」,錠,1124008F2047,5.8 ,1,"46,838,975 "
611170689,メイラックス錠１ｍｇ,錠,1124029F1026,16.8 ,0,"46,350,649 "
611170005,２ｍｇセルシン錠,錠,1124017F2135,5.9 ,0,"44,457,374 "
611170435,レキソタン錠２　２ｍｇ,錠,1124020F2030,5.8 ,0,"43,057,194 "
620047101,セニラン錠２ｍｇ,錠,1124020F2048,5.6 ,1,"42,187,570 "
620053801,ロフラゼプ酸エチル錠１ｍｇ「サワイ」,錠,1124029F1123,6.7 ,1,"41,168,809 "
611170499,コンスタン０．４ｍｇ錠,錠,1124023F1029,8.0 ,0,"41,092,041 "
621671201,ブロチゾラムＯＤ錠０．２５ｍｇ「テバ」,錠,1124009F2092,9.9 ,1,"40,846,495 "
620038001,トリアゾラム錠０．２５ｍｇ「日医工」,錠,1124007F2239,5.8 ,1,"38,968,888 "
611120063,フェノバール錠３０ｍｇ,錠,1125004F1023,6.9 ,0,"32,055,000 "
611170639,グランダキシン錠５０　５０ｍｇ,錠,1124026F1022,13.6 ,0,"31,259,377 "
611120087,サイレース錠１ｍｇ,錠,1124008F1024,12.6 ,0,"30,536,364 "
620039501,ブロチゾラム錠０．２５ｍｇ「サワイ」,錠,1124009F1312,9.9 ,1,"28,967,273 "
620049801,アルプラゾラム錠０．４ｍｇ「アメル」,錠,1124023F1126,5.6 ,1,"28,779,031 "
610453117,ベンザリン錠５　５ｍｇ,錠,1124003F2222,9.9 ,0,"27,235,981 "
611120118,エバミール錠１．０　１ｍｇ,錠,1124010F1021,18.8 ,0,"26,961,940 "
611170159,セパゾン錠１　１ｍｇ,錠,1124014F1038,5.6 ,0,"25,782,745 "
611170434,レキソタン錠１　１ｍｇ,錠,1124020F1025,5.6 ,0,"23,011,028 "
620049401,ロラゼパム錠１ｍｇ「サワイ」,錠,1124022F2110,5.6 ,1,"21,921,918 "
620003151,ジアゼパム錠２ｍｇ「アメル」,錠,1124017F2194,5.6 ,1,"21,645,569 "
620047401,セニラン錠５ｍｇ,錠,1124020F4040,6.6 ,1,"21,222,790 "
622167801,ゾルピデム酒石酸塩錠５ｍｇ「サワイ」,錠,1129009F1246,12.8 ,1,"20,940,602 "
620059301,ゾピクロン錠７．５ｍｇ「サワイ」,錠,1129007F1123,7.3 ,1,"20,513,311 "
611120111,アモバン錠７．５　７．５ｍｇ,錠,1129007F1026,18.3 ,0,"20,209,103 "
611170436,レキソタン錠５　５ｍｇ,錠,1124020F4032,12.1 ,0,"19,974,979 "
611120081,ユーロジン２ｍｇ錠,錠,1124001F2029,13.3 ,0,"19,112,432 "
622134101,ゾルピデム酒石酸塩錠５ｍｇ「明治」,錠,1129009F1335,12.8 ,1,"18,959,062 "
620039001,ブロチゾラム錠０．２５ｍｇ「トーワ」,錠,1124009F1347,9.9 ,1,"18,748,132 "
611120088,サイレース錠２ｍｇ,錠,1124008F2020,14.5 ,0,"17,383,813 "
620039901,ブロチゾラム錠０．２５ｍｇ「日医工」,錠,1124009F1355,9.9 ,1,"17,229,052 "
622168001,ゾルピデム酒石酸塩ＯＤ錠５ｍｇ「サワイ」,錠,1129009F3044,12.8 ,1,"16,463,704 "
622148301,ゾルピデム酒石酸塩錠５ｍｇ「ファイザー」,錠,1129009F1319,12.8 ,1,"16,413,943 "
621361502,トフィソパム錠５０ｍｇ「サワイ」,錠,1124026F1332,5.8 ,1,"16,366,693 "
622141901,ゾルピデム酒石酸塩錠５ｍｇ「トーワ」,錠,1129009F1289,12.8 ,1,"16,273,359 "
611120097,ロヒプノール錠１　１ｍｇ,錠,1124008F1032,12.6 ,0,"16,104,366 "
622170301,ゾルピデム酒石酸塩錠５ｍｇ「ＤＳＥＰ」,錠,1129009F1068,12.8 ,1,"16,075,548 "
610453023,エスタゾラム錠２ｍｇ「アメル」,錠,1124001F2037,10.3 ,1,"16,014,588 "
611120117,ハルシオン０．１２５ｍｇ錠,錠,1124007F1020,8.8 ,0,"15,836,994 "
620005022,セディール錠１０ｍｇ,錠,1129008F2035,26.6 ,0,"15,562,935 "
622149001,ルネスタ錠３ｍｇ,錠,1129010F3020,98.0 ,0,"15,555,004 "
611120148,ハルラック錠０．２５ｍｇ,錠,1124007F2107,5.8 ,1,"15,414,342 "
611170160,セパゾン錠２　２ｍｇ,錠,1124014F2034,5.7 ,0,"15,218,032 "
611170127,ジアゼパム錠２「トーワ」　２ｍｇ,錠,1124017F2054,5.6 ,1,"14,309,395 "
611170126,ジアゼパム錠２「サワイ」　２ｍｇ,錠,1124017F2046,5.6 ,1,"13,987,032 "
620003588,ニトラゼパム錠５ｍｇ「トーワ」,錠,1124003F2249,5.4 ,1,"13,627,182 "
611120114,リスミー錠２ｍｇ,錠,1129006F2028,25.4 ,0,"13,134,862 "
620037802,トリアゾラム錠０．２５ｍｇ「テバ」,錠,1124007F2220,5.8 ,1,"12,921,861 "
620001978,塩酸リルマザホン錠２「ＭＥＥＫ」　２ｍｇ,錠,1129006F2036,15.4 ,1,"12,365,904 "
