"医薬品
コード",医薬品名,単位,"薬価基準収載
医薬品コード",薬価,"後発品
区分",総計
661120011,ダイアップ坐剤６　６ｍｇ,個,1124701J2029,66 ,0 ,"648,530 "
661120010,ダイアップ坐剤４　４ｍｇ,個,1124701J1022,58 ,0 ,"532,792 "
661120012,ダイアップ坐剤１０　１０ｍｇ,個,1124701J3025,77 ,0 ,"520,605 "
620055901,セニラン坐剤３ｍｇ,個,1124700J1036,94 ,0 ,"80,499 "
661120002,エスクレ坐剤「５００」　５００ｍｇ,個,1123700J2027,46 ,0 ,"53,027 "
661120009,ワコビタール坐剤５０　５０ｍｇ,個,1125700J4032,56 ,0 ,"36,174 "
661120001,エスクレ坐剤「２５０」　２５０ｍｇ,個,1123700J1020,36 ,0 ,"35,699 "
661120006,ワコビタール坐剤１００　１００ｍｇ,個,1125700J5039,71 ,0 ,"33,798 "
620002623,エスクレ注腸用キット「５００」　５００ｍｇ,筒,1123700X1023,369.1 ,0 ,"30,102 "
661120008,ワコビタール坐剤３０　３０ｍｇ,個,1125700J3028,45 ,0 ,"26,427 "
661120007,ワコビタール坐剤１５　１５ｍｇ,個,1125700J1025,32 ,0 ,"6,550 "
661120005,ルピアール坐剤５０　５０ｍｇ,個,1125700J4024,52 ,0 ,"5,859 "
661120004,ルピアール坐剤２５　２５ｍｇ,個,1125700J2021,38 ,0 ,"3,656 "
661120003,ルピアール坐剤１００　１００ｍｇ,個,1125700J5020,65 ,0 ,"3,476 "
620055903,ブロマゼパム坐剤３ｍｇ「サンド」,個,1124700J1044,92 ,0 ,-
620002621,アンヒバ坐剤小児用１００ｍｇ,個,1141700J2130,19 ,0 ,"8,321,620 "
661140081,ボルタレンサポ５０ｍｇ,個,1147700J3084,49 ,0 ,"5,967,709 "
661140080,ボルタレンサポ２５ｍｇ,個,1147700J2061,42 ,0 ,"5,290,181 "
620002622,アンヒバ坐剤小児用２００ｍｇ,個,1141700J3110,26 ,0 ,"3,995,375 "
660454001,アルピニー坐剤１００　１００ｍｇ,個,1141700J2092,19 ,0 ,"3,083,373 "
621362353,ジクロフェナクナトリウム坐剤５０ｍｇ「日医工」,個,1147700J3254,20 ,1 ,"1,628,609 "
621939701,ジクロフェナクナトリウム坐剤５０ｍｇ「ＪＧ」,個,1147700J3238,20 ,1 ,"1,628,102 "
621362323,ジクロフェナクＮａ坐剤５０ｍｇ「日新」,個,1147700J3270,20 ,1 ,"1,471,969 "
622060902,アセトアミノフェン坐剤小児用２００ｍｇ「ＪＧ」,個,1141700J3153,20 ,1 ,"1,366,917 "
621939601,ジクロフェナクナトリウム坐剤２５ｍｇ「ＪＧ」,個,1147700J2207,20 ,1 ,"1,297,225 "
621362236,ジクロフェナクナトリウム坐剤２５ｍｇ「日医工」,個,1147700J2231,20 ,1 ,"1,291,946 "
661140091,アルピニー坐剤２００　２００ｍｇ,個,1141700J3021,26 ,0 ,"1,173,080 "
661140201,アデフロニックズポ５０　５０ｍｇ,個,1147700J3033,20 ,1 ,"1,170,938 "
621362217,ジクロフェナクＮａ坐剤２５ｍｇ「日新」,個,1147700J2258,20 ,1 ,"1,150,788 "
622060802,アセトアミノフェン坐剤小児用１００ｍｇ「ＪＧ」,個,1141700J2181,19 ,0 ,"1,106,569 "
661140180,カロナール坐剤１００　１００ｍｇ,個,1141700J2050,19 ,0 ,"893,187 "
661140193,アデフロニックズポ２５　２５ｍｇ,個,1147700J2029,20 ,1 ,"857,855 "
661140207,ボンフェナック坐剤５０　５０ｍｇ,個,1147700J3106,20 ,1 ,"842,716 "
661140198,ボンフェナック坐剤２５　２５ｍｇ,個,1147700J2088,20 ,1 ,"728,158 "
621557001,アセトアミノフェン坐剤小児用２００ｍｇ「ＴＹＫ」,個,1141700J3137,20 ,1 ,"595,926 "
620002620,アンヒバ坐剤小児用５０ｍｇ,個,1141700J1045,19 ,0 ,"592,052 "
661140181,カロナール坐剤２００　２００ｍｇ,個,1141700J3048,27 ,0 ,"544,840 "
622057601,ノルスパンテープ５ｍｇ,枚,1149704S1020,"1,568 ",0 ,"433,868 "
661140092,アルピニー坐剤５０　５０ｍｇ,個,1141700J1029,19 ,0 ,"412,064 "
621556901,アセトアミノフェン坐剤小児用１００ｍｇ「ＴＹＫ」,個,1141700J2165,19 ,0 ,"398,746 "
620072501,アセトアミノフェン坐剤小児用２００ｍｇ「日新」,個,1141700J3161,20 ,1 ,"387,144 "
661140079,ボルタレンサポ１２．５ｍｇ,個,1147700J1057,37 ,0 ,"385,911 "
661140242,インテバン坐剤５０　５０ｍｇ,個,1145700J3012,19 ,0 ,"357,591 "
660453032,パラセタ坐剤１００　１００ｍｇ,個,1141700J2084,19 ,0 ,"277,791 "
660453033,パラセタ坐剤２００　２００ｍｇ,個,1141700J3072,20 ,1 ,"268,760 "
620072001,アセトアミノフェン坐剤小児用１００ｍｇ「日新」,個,1141700J2190,19 ,0 ,"261,676 "
661140216,インテバン坐剤２５　２５ｍｇ,個,1145700J2016,19 ,0 ,"218,321 "
622057701,ノルスパンテープ１０ｍｇ,枚,1149704S2027,"2,415 ",0 ,"210,231 "
661140188,レペタン坐剤０．２ｍｇ,個,1149703J1020,159 ,0 ,"177,023 "
622440201,カロナール坐剤４００　４００ｍｇ,個,1141700J4028,41 ,0 ,"137,423 "
661140189,レペタン坐剤０．４ｍｇ,個,1149703J2027,207 ,0 ,"103,448 "
620078654,インドメタシン坐剤５０ｍｇ「ＪＧ」,個,1145700J3012,19 ,0 ,"69,350 "
620115303,ケトプロフェン坐剤７５ｍｇ「ＪＧ」,個,1149700J2104,23 ,1 ,"65,251 "
620114703,ケトプロフェン坐剤５０ｍｇ「ＪＧ」,個,1149700J1108,20 ,1 ,"63,263 "
620078653,インドメタシン坐剤５０「ＮＰ」　５０ｍｇ,個,1145700J3012,19 ,0 ,"62,296 "
621362116,ジクロフェナクナトリウム坐剤１２．５ｍｇ「日医工」,個,1147700J1170,19 ,1 ,"58,614 "
621362241,ジクロフェナクナトリウム坐剤２５ｍｇ「ＣＨ」,個,1147700J2223,20 ,1 ,"53,117 "
622057801,ノルスパンテープ２０ｍｇ,枚,1149704S3023,"3,722 ",0 ,"49,294 "
621939501,ジクロフェナクナトリウム坐剤１２．５ｍｇ「ＪＧ」,個,1147700J1146,19 ,1 ,"48,642 "
621362109,ジクロフェナクＮａ坐剤１２．５ｍｇ「日新」,個,1147700J1197,19 ,1 ,"42,106 "
661140190,アデフロニックズポ１２．５　１２．５ｍｇ,個,1147700J1022,19 ,1 ,"41,312 "
621362359,ジクロフェナクナトリウム坐剤５０ｍｇ「ＣＨ」,個,1147700J3262,20 ,1 ,"39,180 "
620078542,インドメタシン坐剤２５ｍｇ「ＪＧ」,個,1145700J2016,19 ,0 ,"34,480 "
622054402,アセトアミノフェン坐剤小児用５０ｍｇ「ＪＧ」,個,1141700J1118,19 ,0 ,"33,185 "
620115203,ケトプロフェン坐剤７５ｍｇ「日新」,個,1149700J2112,23 ,1 ,"32,283 "
661140274,ボンフェナック坐剤１２．５　１２．５ｍｇ,個,1147700J1090,19 ,1 ,"31,892 "
620078541,インドメタシン坐剤２５「ＮＰ」　２５ｍｇ,個,1145700J2016,19 ,0 ,"29,050 "
621362242,ジクロフェナクＮａ坐剤２５ｍｇ「武田テバ」,個,1147700J2266,20 ,1 ,"25,418 "
621391601,レクトス注腸軟膏５０ｍｇ,筒,1147700J5036,96 ,1 ,"21,157 "
620114603,ケトプロフェン坐剤５０ｍｇ「日新」,個,1149700J1116,20 ,1 ,"17,506 "
621362360,ジクロフェナクＮａ坐剤５０ｍｇ「武田テバ」,個,1147700J3297,20 ,1 ,"15,914 "
