"医薬品
コード",医薬品名,"薬価基準収載
医薬品コード",薬価,"後発品
区分",総計
661120011,ダイアップ坐剤６　６ｍｇ,1124701J2029,70.4 ,0,"742,661 "
661120010,ダイアップ坐剤４　４ｍｇ,1124701J1022,61.9 ,0,"627,638 "
661120012,ダイアップ坐剤１０　１０ｍｇ,1124701J3025,82.5 ,0,"476,133 "
620055901,セニラン坐剤３ｍｇ,1124700J1036,104.0 ,0,"64,615 "
661120002,エスクレ坐剤「５００」　５００ｍｇ,1123700J2027,49.5 ,0,"52,183 "
661120001,エスクレ坐剤「２５０」　２５０ｍｇ,1123700J1020,38.6 ,0,"33,445 "
661120009,ワコビタール坐剤５０　５０ｍｇ,1125700J4032,59.1 ,0,"33,074 "
661120008,ワコビタール坐剤３０　３０ｍｇ,1125700J3028,47.2 ,0,"28,004 "
661120006,ワコビタール坐剤１００　１００ｍｇ,1125700J5039,73.6 ,0,"25,992 "
620002623,エスクレ注腸用キット「５００」　５００ｍｇ,1123700X1023,259.8 ,0,"23,228 "
661120005,ルピアール坐剤５０　５０ｍｇ,1125700J4024,55.1 ,0,"8,662 "
661120007,ワコビタール坐剤１５　１５ｍｇ,1125700J1025,34.0 ,0,"7,102 "
661120003,ルピアール坐剤１００　１００ｍｇ,1125700J5020,69.4 ,0,"4,965 "
661120004,ルピアール坐剤２５　２５ｍｇ,1125700J2021,40.0 ,0,"4,334 "
661140080,ボルタレンサポ２５ｍｇ,1147700J2061,51.4 ,0,"14,601,265 "
661140081,ボルタレンサポ５０ｍｇ,1147700J3084,63.1 ,0,"13,563,343 "
620002621,アンヒバ坐剤小児用１００ｍｇ,1141700J2130,19.3 ,0,"8,564,402 "
620002622,アンヒバ坐剤小児用２００ｍｇ,1141700J3110,30.0 ,0,"4,981,105 "
660454001,アルピニー坐剤１００　１００ｍｇ,1141700J2092,19.3 ,0,"3,377,388 "
661140091,アルピニー坐剤２００　２００ｍｇ,1141700J3021,30.0 ,0,"1,508,027 "
661140201,アデフロニックズポ５０　５０ｍｇ,1147700J3017,19.3 ,1,"1,393,926 "
661140205,ボナフェック坐剤５０　５０ｍｇ,1147700J3017,19.3 ,1,"1,264,302 "
661140193,アデフロニックズポ２５　２５ｍｇ,1147700J2029,19.9 ,1,"1,190,217 "
661140195,ボナフェック坐剤２５　２５ｍｇ,1147700J2045,19.9 ,1,"1,167,625 "
661140079,ボルタレンサポ１２．５ｍｇ,1147700J1057,44.3 ,0,"972,974 "
661140198,ボンフェナック坐剤２５　２５ｍｇ,1147700J2088,19.9 ,1,"819,473 "
661140180,カロナール坐剤１００　１００ｍｇ,1141700J2050,19.3 ,0,"792,491 "
661140207,ボンフェナック坐剤５０　５０ｍｇ,1147700J3106,27.5 ,1,"788,070 "
620002620,アンヒバ坐剤小児用５０ｍｇ,1141700J1045,19.3 ,0,"785,277 "
621939701,ジクロフェナクナトリウム坐剤５０ｍｇ「ＪＧ」,1147700J3017,19.3 ,1,"764,524 "
621939601,ジクロフェナクナトリウム坐剤２５ｍｇ「ＪＧ」,1147700J2207,19.9 ,1,"680,332 "
661140242,インテバン坐剤５０　５０ｍｇ,1145700J3012,19.3 ,0,"658,257 "
661140092,アルピニー坐剤５０　５０ｍｇ,1141700J1029,19.3 ,0,"633,874 "
661140181,カロナール坐剤２００　２００ｍｇ,1141700J3048,30.0 ,0,"566,842 "
622057601,ノルスパンテープ５ｍｇ,1149704S1020,"1,572.8 ",0,"565,827 "
622060902,アセトアミノフェン坐剤小児用２００ｍｇ「ＪＧ」,1141700J3153,19.9 ,1,"452,935 "
622060802,アセトアミノフェン坐剤小児用１００ｍｇ「ＪＧ」,1141700J2181,19.3 ,0,"451,717 "
661140216,インテバン坐剤２５　２５ｍｇ,1145700J2016,19.3 ,0,"418,728 "
621362356,ジクロフェナクナトリウム坐剤５０ｍｇ「タナベ」,1147700J3017,19.3 ,1,"409,913 "
621362238,ジクロフェナクナトリウム坐剤２５ｍｇ「タナベ」,1147700J2215,19.9 ,1,"397,304 "
621557001,アセトアミノフェン坐剤小児用２００ｍｇ「ＴＹＫ」,1141700J3137,19.9 ,1,"298,392 "
661140188,レペタン坐剤０．２ｍｇ,1149703J1020,171.4 ,0,"298,008 "
660453032,パラセタ坐剤１００　１００ｍｇ,1141700J2084,19.3 ,0,"294,874 "
660406118,メリカット坐剤５０　５０ｍｇ,1147700J3190,27.5 ,1,"285,051 "
622163701,ニュープロパッチ９ｍｇ,1169700S3028,660.1 ,0,"2,737,614 "
622163601,ニュープロパッチ４．５ｍｇ,1169700S2021,428.4 ,0,"2,444,341 "
622163801,ニュープロパッチ１３．５ｍｇ,1169700S4024,850.1 ,0,"2,084,205 "
622163501,ニュープロパッチ２．２５ｍｇ,1169700S1025,278.0 ,0,"1,336,280 "
622085101,リバスタッチパッチ１８ｍｇ,1190700S4036,439.7 ,0,"6,997,281 "
622082401,イクセロンパッチ１８ｍｇ,1190700S4028,439.7 ,0,"6,411,714 "
622084901,リバスタッチパッチ９ｍｇ,1190700S2033,390.5 ,0,"3,082,182 "
622084801,リバスタッチパッチ４．５ｍｇ,1190700S1037,346.8 ,0,"2,641,406 "
622081701,イクセロンパッチ９ｍｇ,1190700S2025,390.5 ,0,"2,287,693 "
622085001,リバスタッチパッチ１３．５ｍｇ,1190700S3030,418.6 ,0,"1,936,611 "
622081601,イクセロンパッチ４．５ｍｇ,1190700S1029,346.8 ,0,"1,706,422 "
622082301,イクセロンパッチ１３．５ｍｇ,1190700S3021,418.6 ,0,"1,691,470 "
620003852,キシロカインゼリー２％,1214700P1054,7.9 ,0,"7,517,639 "
661210006,キシロカイン液「４％」,1214700Q1033,13.8 ,0,"651,308 "
620007571,アネトカインゼリー２％,1214700P1062,5.1 ,1,"411,282 "
620007779,ペンレステープ１８ｍｇ　３０．５ｍｍ×５０．０ｍｍ,1214701S1051,48.1 ,0,"144,886 "
620006542,ユーパッチテープ１８ｍｇ　３０．５ｍｍ×５０．０ｍｍ,1214701S1043,35.0 ,1,"95,147 "
620003854,キシロカインポンプスプレー８％,1214701R1050,23.6 ,1,"49,057 "
622133301,リドカインテープ１８ｍｇ「ニプロ」　３０．５ｍｍ×５０．０ｍｍ,1214701S1078,35.0 ,1,"43,976 "
622138101,エムラクリーム,1219800N1023,176.8 ,0,"5,095 "
660453030,パートランゼリー２％,1214700P1046,5.1 ,1,"1,425 "
622125101,リドカインテープ１８ｍｇ「ＮＰ」　３０．５ｍｍ×５０．０ｍｍ,1214701S1060,35.0 ,1,-
620006455,テーカイン原末,1211700X1036,265.8 ,0,-
620006657,ペルカミン原末,1213700X1014,370.3 ,0,-
620003853,キシロカイン点眼液４％,1214700Q1041,16.2 ,0,-
661210013,ジブカイン塩酸塩,1213700X1014,370.3 ,0,-
620008550,プロカイン塩酸塩原末「マルイシ」,1211701X1090,20.1 ,0,-
661210020,塩酸プロカイン「ホエイ」,1211701X1049,22.6 ,0,-
622104901,ムコスタ点眼液ＵＤ２％　０．３５ｍＬ,1319760Q1029,27.1 ,0,"139,956,288 "
620004365,パタノール点眼液０．１％,1319752Q1024,197.5 ,0,"56,615,381 "
620006407,カリーユニ点眼液０．００５％　５ｍＬ,1319706Q3035,63.7 ,1,"39,834,785 "
620007773,プロラノン点眼液０．１％,1319724Q1154,29.3 ,1,"29,128,001 "
620007764,フルメトロン点眼液０．１％,1315704Q3126,67.4 ,0,"27,715,590 "
620004816,ヒアレイン点眼液０．１％　５ｍＬ,1319720Q3078,431.8 ,0,"24,585,119 "
622061301,クラビット点眼液１．５％,1319742Q2027,116.0 ,0,"23,963,766 "
620004818,ヒアレインミニ点眼液０．３％　０．４ｍＬ,1319720Q5038,22.5 ,0,"23,429,476 "
620008268,ブロナック点眼液０．１％,1319743Q1033,110.9 ,0,"21,968,048 "
620004798,クラビット点眼液０．５％,1319742Q1039,114.9 ,0,"21,534,137 "
620004817,ヒアレインミニ点眼液０．１％　０．４ｍＬ,1319720Q4031,15.7 ,0,"21,252,660 "
620006466,ニフラン点眼液０．１％,1319724Q1120,47.1 ,0,"19,531,015 "
660443015,リボスチン点眼液０．０２５％,1319746Q1029,141.7 ,0,"18,068,564 "
622150001,アイファガン点眼液０．１％,1319761Q1023,450.7 ,0,"18,014,463 "
620008982,オドメール点眼液０．１％,1315704Q3134,24.1 ,1,"16,882,649 "
621984801,コソプト配合点眼液,1319819Q1020,632.5 ,0,"15,742,708 "
620009022,ティアバランス点眼液０．１％　５ｍＬ,1319720Q3108,307.0 ,1,"14,876,564 "
622279001,アレジオン点眼液０．０５％,1319762Q1028,382.7 ,0,"14,489,528 "
620008984,ガチフロ点眼液０．３％,1319749Q1030,129.0 ,0,"13,738,945 "
620224801,キサラタン点眼液０．００５％,1319739Q1037,739.5 ,0,"13,530,241 "
620006405,カタリンＫ点眼用０．００５％　（溶解後の液として）,1319706Q1075,12.8 ,0,"12,734,885 "
620007763,フルメトロン点眼液０．０２％,1315704Q1115,42.2 ,0,"11,903,998 "
620006546,リンデロン点眼・点耳・点鼻液０．１％,1315706Q2102,72.6 ,0,"11,841,196 "
620005257,エイゾプト懸濁性点眼液１％,1319748Q1036,450.7 ,0,"11,347,289 "
621985701,ジクアス点眼液３％　５ｍＬ,1319758Q1021,641.2 ,0,"10,999,741 "
620004368,ベガモックス点眼液０．５％,1319753Q1029,130.5 ,0,"10,592,582 "
620005266,サンコバ点眼液０．０２％　５ｍＬ,1319710Q2078,92.0 ,0,"10,303,318 "
620008568,タプロス点眼液０．００１５％,1319756Q1022,985.2 ,0,"8,211,275 "
660432003,トルソプト点眼液１％,1319738Q2020,297.1 ,0,"6,872,988 "
620005272,タチオン点眼用２％,1319708Q1090,23.0 ,0,"6,851,993 "
622022401,トラマゾリン点鼻液０．１１８％「ＡＦＰ」,1324702Q1042,7.2 ,0,"15,547,702 "
620007639,コールタイジン点鼻液,1329800X1034,9.0 ,0,"8,917,180 "
620004822,プリビナ液０．０５％,1324704Q1033,4.5 ,0,"7,038,244 "
620007669,タリビッド耳科用液０．３％　３ｍｇ,1329706Q1039,117.3 ,0,"6,282,477 "
620008450,ナゾネックス点鼻液５０μｇ５６噴霧用　５ｍｇ１０ｇ,1329710Q1027,"1,928.2 ",0,"5,188,113 "
621911701,アラミスト点鼻液２７．５μｇ５６噴霧用　３ｍｇ６ｇ,1329711Q1021,"2,039.9 ",0,"4,807,756 "
620009032,ナシビン点鼻・点眼液０．０５％,1324700Q1035,4.4 ,0,"2,580,720 "
621968801,タリザート耳科用液０．３％　３ｍｇ,1329706Q1047,82.7 ,1,"1,762,538 "
621954201,エリザスカプセル外用４００μｇ,1329712A1028,128.5 ,0,"1,635,833 "
622151601,エリザス点鼻粉末２００μｇ２８噴霧用　５．６ｍｇ,1329712R1021,"1,789.5 ",0,"1,124,095 "
621933201,ナゾネックス点鼻液５０μｇ１１２噴霧用　９ｍｇ１８ｇ,1329710Q2023,"3,856.4 ",0,"938,992 "
620006516,ベストロン耳鼻科用１％　１０ｍｇ（溶解後の液として）,1325702Q1040,92.9 ,0,"909,120 "
620230001,リノコートカプセル鼻用５０μｇ,1329702A1040,38.5 ,0,"887,652 "
620005298,フルナーゼ点鼻液５０μｇ２８噴霧用　２．０４ｍｇ４ｍＬ,1329707Q1181,770.5 ,0,"855,081 "
620005268,小児用フルナーゼ点鼻液２５μｇ５６噴霧用　２．０４ｍｇ４ｍＬ,1329707Q2030,770.5 ,0,"803,290 "
620009064,ホスミシンＳ耳科用３％　３０ｍｇ（溶解後の液として）,1325703Q1036,96.2 ,0,"797,214 "
620006547,ロメフロン耳科用液０．３％,1329709Q1032,123.1 ,0,"740,491 "
621564701,リノコートパウダースプレー鼻２５μｇ　１．５０ｍｇ０．９０８７ｇ,1329702R7042,"1,127.1 ",0,"545,125 "
620004261,フルナーゼ点鼻液５０μｇ５６噴霧用　４．０８ｍｇ８ｍＬ,1329707Q3052,"1,518.1 ",0,"469,070 "
620008247,スカイロン点鼻液５０μｇ５６噴霧用　４．０８ｍｇ８ｍＬ,1329707Q3095,"1,008.7 ",1,"389,875 "
620005311,リボスチン点鼻液０．０２５ｍｇ１１２噴霧用　０．０２５％１５ｍＬ,1329708Q1038,920.9 ,0,"389,284 "
620004218,スカイロン点鼻液５０μｇ２８噴霧用　２．０４ｍｇ４ｍＬ,1329707Q1050,523.2 ,1,"339,614 "
620009206,インタール点鼻液２％　１９０ｍｇ９．５ｍＬ,1329700Q1210,837.2 ,0,"331,655 "
620230501,アルロイヤー点鼻液５０μｇ　８．５ｍｇ８．５ｇ,1329702R3179,551.5 ,1,"307,728 "
620004275,ミリカレット点鼻液５０μｇ５６噴霧用　４．０８ｍｇ８ｍＬ,1329707Q3079,"1,008.7 ",1,"265,202 "
620231501,ザジテン点鼻液０．０５％　６．０４８ｍｇ８ｍＬ,1329705Q1298,781.1 ,0,"216,848 "
621764604,フルチカゾン点鼻液５０μｇ「杏林」５６噴霧用　４．０８ｍｇ８ｍＬ,1329707Q3206,"1,008.7 ",1,"211,428 "
620230401,ナナドラＡＱネーザル５０μｇ　８．５ｍｇ８．５ｇ,1329702R3187,551.5 ,1,"190,842 "
620009063,ペンブリンＡＱネーザル５０μｇ　８．５ｍｇ８．５ｇ,1329702R3160,551.5 ,1,"162,516 "
620006464,ナイスピー点鼻液５０μｇ　８．５ｍｇ８．５ｇ,1329702R3110,551.5 ,1,"158,832 "
622264101,ビソノテープ４ｍｇ,2149700S1027,91.9 ,0,"1,051,173 "
622264201,ビソノテープ８ｍｇ,2149700S2023,126.5 ,0,"140,811 "
660470003,イミグラン点鼻液２０　２０ｍｇ０．１ｍＬ,2160700Q1027,"1,073.4 ",0,"431,155 "
620004821,フランドルテープ４０ｍｇ,2171700S1095,79.6 ,0,"61,325,723 "
620335601,ニトロダームＴＴＳ２５ｍｇ　１０ｃｍ２,2171701S2037,86.2 ,0,"23,084,381 "
620007646,硝酸イソソルビドテープ４０ｍｇ「ＥＭＥＣ」,2171700S1133,39.4 ,1,"8,131,950 "
620004833,ミリステープ５ｍｇ　４．０５ｃｍ×４．５０ｃｍ,2171701S4048,49.9 ,0,"6,179,808 "
620334801,硝酸イソソルビドテープ４０ｍｇ「サワイ」,2171700S1150,58.5 ,1,"3,334,707 "
620007584,イソピットテープ４０ｍｇ,2171700S1125,58.5 ,1,"2,630,606 "
620334701,アンタップテープ４０ｍｇ,2171700S1141,58.5 ,1,"2,420,511 "
620004815,バソレーターテープ２７ｍｇ　１４ｃｍ２,2171701S7055,68.1 ,0,"2,411,190 "
620004832,ミニトロテープ２７ｍｇ　１４ｃｍ２,2171701S7071,68.8 ,0,"1,975,133 "
