"医薬品
コード",医薬品名,"薬価基準収載
医薬品コード",薬価,"後発品
区分",総計
620003772,ドロレプタン注射液２５ｍｇ　２．５ｍｇ,1119401A1036,123.0 ,0,"1,688,876 "
620000199,１％プロポフォール注「マルイシ」　２００ｍｇ２０ｍＬ,1119402A1030,844.0 ,1,"1,180,552 "
640451018,１％ディプリバン注－キット　５００ｍｇ５０ｍＬ,1119402G2021,"2,084.0 ",0,"1,170,081 "
620000200,１％プロポフォール注「マルイシ」　５００ｍｇ５０ｍＬ,1119402A2037,"1,193.0 ",1,"516,804 "
640451017,１％ディプリバン注－キット　２００ｍｇ２０ｍＬ,1119402G1025,"1,448.0 ",0,"200,074 "
640407086,１％ディプリバン注　５００ｍｇ５０ｍＬ,1119402A2029,"1,830.0 ",0,"187,089 "
640407085,１％ディプリバン注　２００ｍｇ２０ｍＬ,1119402A1022,"1,232.0 ",0,"168,035 "
620000201,１％プロポフォール注「マルイシ」　１ｇ１００ｍＬ,1119402A3025,"1,841.0 ",1,"146,203 "
620008359,イソゾール注射用０．５ｇ　５００ｍｇ（溶解液付）,1115403D3019,489.0 ,0,"142,098 "
641110022,ラボナール注射用０．５ｇ　５００ｍｇ,1115400X2015,"1,104.0 ",0,"107,708 "
641110021,ラボナール注射用０．３ｇ　３００ｍｇ,1115400X1019,889.0 ,0,"76,384 "
621984701,ケタラール静注用５０ｍｇ　５ｍＬ,1119400A3026,292.0 ,0,"73,368 "
620002195,ケタラール静注用２００ｍｇ　２０ｍＬ,1119400A1031,718.0 ,0,"68,664 "
621652801,プロポフォール静注１％「ＫＡＢＩ」　２００ｍｇ２０ｍＬ,1119402A1081,844.0 ,1,"65,661 "
620002972,２％プロポフォール注「マルイシ」　１ｇ５０ｍＬ,1119402A5028,"1,841.0 ",1,"64,934 "
621652901,プロポフォール静注１％「ＫＡＢＩ」　５００ｍｇ５０ｍＬ,1119402A2118,890.0 ,1,"60,150 "
621702401,プロポフォール１％静注２０ｍＬ「マイラン」　２００ｍｇ,1119402A1090,844.0 ,1,"36,382 "
620008171,１％ディプリバン注　１ｇ１００ｍＬ,1119402A3033,"2,110.0 ",0,"23,925 "
622339901,プロポフォール静注１％５０ｍＬ「ＦＫ」　５００ｍｇ,1119402A2134,890.0 ,1,"21,587 "
620002989,プロポフォール注１％「Ｆ」　２００ｍｇ２０ｍＬ,1119402A4021,844.0 ,1,"20,498 "
620008542,プロポフォール１％静注５０ｍＬ「日医工」　５００ｍｇ,1119402A2100,"1,193.0 ",1,"19,966 "
620008541,プロポフォール１％静注２０ｍＬ「日医工」　２００ｍｇ,1119402A1073,844.0 ,1,"19,234 "
621702501,プロポフォール１％静注５０ｍＬ「マイラン」　５００ｍｇ,1119402A2126,"1,193.0 ",1,"18,843 "
622339801,プロポフォール静注１％２０ｍＬ「ＦＫ」　２００ｍｇ,1119402A1103,844.0 ,1,"18,043 "
622214401,プロポフォール静注１％「ＫＡＢＩ」　１ｇ１００ｍＬ,1119402A3076,"1,841.0 ",1,"10,152 "
620009267,チトゾール注用０．５ｇ　５００ｍｇ（溶解液付）,1115403D3019,489.0 ,0,"10,007 "
622340001,プロポフォール静注１％１００ｍＬ「ＦＫ」　１ｇ,1119402A3084,"1,003.0 ",1,"6,707 "
620009266,チトゾール注用０．３ｇ　３００ｍｇ（溶解液付）,1115403D4015,469.0 ,0,"6,565 "
620002194,ケタラール筋注用５００ｍｇ　１０ｍＬ,1119400A2038,"1,526.0 ",0,"6,444 "
620002990,プロポフォール注１％「Ｆ」　５００ｍｇ５０ｍＬ,1119402A2053,"1,193.0 ",1,"6,222 "
620003228,ドルミカム注射液１０ｍｇ　２ｍＬ,1124401A1052,133.0 ,0,"2,815,279 "
620004200,ミダゾラム注１０ｍｇ「サンド」　２ｍＬ,1124401A1060,75.0 ,1,"1,757,492 "
620001913,プレセデックス静注液２００μｇ「マルイシ」　２ｍＬ,1129400A1038,"5,192.0 ",0,"448,533 "
620003264,プレセデックス静注液２００μｇ「ホスピーラ」　２ｍＬ,1129400A1046,"5,192.0 ",0,"388,523 "
620008232,ミダゾラム注射液１０ｍｇ「タイヨー」　２ｍＬ,1124401A1079,75.0 ,1,"381,488 "
641170026,ホリゾン注射液１０ｍｇ,1124402A2045,98.0 ,0,"317,755 "
640454022,セルシン注射液１０ｍｇ,1124402A2053,98.0 ,0,"295,586 "
620003835,ロヒプノール静注用２ｍｇ,1124400A1040,144.0 ,0,"254,867 "
640454021,セルシン注射液５ｍｇ,1124402A1030,67.0 ,0,"145,724 "
620005164,サイレース静注２ｍｇ,1124400A1058,159.0 ,0,"142,093 "
620003795,フェノバール注射液１００ｍｇ　１０％１ｍＬ,1125402A1054,75.0 ,0,"135,387 "
620005169,ジアゼパム注射液１０ｍｇ「タイヨー」,1124402A2061,58.0 ,1,"64,039 "
622103701,ジアゼパム注射液５ｍｇ「タイヨー」,1124402A1049,56.0 ,1,"10,866 "
620004156,注射用アイオナール・ナトリウム（０．２）　２００ｍｇ,1125401D2028,243.0 ,0,"3,782 "
