"医薬品
コード",医薬品名,"薬価基準収載
医薬品コード",薬価,"後発品
区分",総計
610463223,レンドルミンＤ錠０．２５ｍｇ,1124009F2025,26.4 ,0,"7,345,548 "
610443047,マイスリー錠５ｍｇ,1129009F1025,43.7 ,0,"6,423,779 "
610453117,ベンザリン錠５　５ｍｇ,1124003F2222,11.0 ,0,"4,521,009 "
611170470,ワイパックス錠０．５　０．５ｍｇ,1124022F1067,6.1 ,0,"4,365,109 "
611120097,ロヒプノール錠１　１ｍｇ,1124008F1032,14.2 ,0,"4,100,027 "
621920901,ブロチゾラムＯＤ錠０．２５ｍｇ「サワイ」,1124009F2076,10.7 ,1,"3,840,355 "
620006049,トリクロリールシロップ１０％,1129004Q1031,11.5 ,0,"3,829,343 "
610422093,グッドミン錠０．２５ｍｇ,1124009F1037,10.7 ,1,"3,827,677 "
611120098,ロヒプノール錠２　２ｍｇ,1124008F2039,20.9 ,0,"3,543,789 "
610463174,フルニトラゼパム錠２ｍｇ「アメル」,1124008F2012,6.2 ,1,"3,504,817 "
611120055,ハルシオン０．２５ｍｇ錠,1124007F2026,14.7 ,0,"3,307,830 "
620004625,レンドルミン錠０．２５ｍｇ,1124009F1223,26.4 ,0,"3,253,217 "
611170508,ソラナックス０．４ｍｇ錠,1124023F1037,9.2 ,0,"2,843,151 "
611120111,アモバン錠７．５　７．５ｍｇ,1129007F1026,23.1 ,0,"2,764,276 "
620049101,ロラゼパム錠０．５ｍｇ「サワイ」,1124022F1083,5.0 ,1,"2,753,372 "
610443048,マイスリー錠１０ｍｇ,1129009F2021,69.7 ,0,"2,609,745 "
611170005,２ｍｇセルシン錠,1124017F2135,5.9 ,0,"2,559,822 "
610444126,フルニトラゼパム錠１ｍｇ「アメル」,1124008F1067,5.6 ,1,"2,345,351 "
622148801,ルネスタ錠１ｍｇ,1129010F1028,51.0 ,0,"2,218,240 "
611120081,ユーロジン２ｍｇ錠,1124001F2029,15.6 ,0,"2,081,002 "
611170471,ワイパックス錠１．０　１ｍｇ,1124022F2071,11.2 ,0,"1,755,245 "
611120087,サイレース錠１ｍｇ,1124008F1024,15.1 ,0,"1,735,195 "
611120088,サイレース錠２ｍｇ,1124008F2020,21.5 ,0,"1,669,911 "
620009129,ブロチゾラムＯＤ錠０．２５ｍｇ「タイヨー」,1124009F2017,8.5 ,1,"1,667,465 "
611120076,ベンザリン錠１０　１０ｍｇ,1124003F3121,17.1 ,0,"1,638,736 "
611170499,コンスタン０．４ｍｇ錠,1124023F1029,9.4 ,0,"1,527,568 "
620000465,フェノバール散１０％,1125003B2031,8.5 ,0,"1,519,913 "
611170435,レキソタン錠２　２ｍｇ,1124020F2030,6.0 ,0,"1,517,644 "
611170689,メイラックス錠１ｍｇ,1124029F1026,21.6 ,0,"1,480,704 "
620049401,ロラゼパム錠１ｍｇ「サワイ」,1124022F2110,5.6 ,1,"1,350,998 "
620006033,デパケンシロップ５％,1139004Q1100,7.6 ,0,"20,772,862 "
620066201,デパケンＲ錠２００ｍｇ,1139004G2063,18.4 ,0,"19,671,589 "
621210704,バルプロ酸ナトリウムシロップ５％「日医工」,1139004Q1119,6.7 ,1,"5,811,626 "
620003654,リボトリール錠０．５ｍｇ,1139003F1040,9.1 ,0,"5,617,491 "
610453094,バレリン錠２００ｍｇ,1139004F2106,11.8 ,1,"4,715,452 "
611130101,テグレトール錠２００ｍｇ,1139002F1062,12.1 ,0,"4,682,022 "
621997501,イーケプラ錠５００ｍｇ,1139010F2020,237.6 ,0,"4,576,130 "
620004550,バレリンシロップ５％,1139004Q1089,6.7 ,1,"4,250,402 "
620003578,デパケン細粒４０％,1139004C2061,24.8 ,0,"4,072,608 "
610421006,アレビアチン散１０％,1132002B1019,11.9 ,0,"3,388,108 "
620008564,ラミクタール錠２５ｍｇ,1139009F3024,102.3 ,0,"3,326,825 "
611130100,テグレトール錠１００ｍｇ,1139002F2026,7.6 ,0,"3,247,954 "
620003519,エピレナートシロップ５％,1139004Q1070,6.7 ,1,"3,183,769 "
620007132,ランドセン錠０．５ｍｇ,1139003F1059,9.1 ,0,"2,924,954 "
611130087,エクセグラン錠１００ｍｇ,1139005F1023,32.2 ,0,"2,656,633 "
620066101,デパケンＲ錠１００ｍｇ,1139004G1040,11.2 ,0,"2,411,721 "
622254801,イーケプラドライシロップ５０％,1139010R1020,261.2 ,0,"2,003,967 "
620003156,セレニカＲ顆粒４０％,1139004D1052,39.8 ,0,"1,799,502 "
