"医薬品
コード",医薬品名,"薬価基準収載
医薬品コード",薬価,"後発品
区分",総計
611170508,ソラナックス０．４ｍｇ錠,1124023F1037,9.2 ,0,"178,103,763 "
610443047,マイスリー錠５ｍｇ,1129009F1025,43.7 ,0,"177,721,113 "
611120055,ハルシオン０．２５ｍｇ錠,1124007F2026,14.7 ,0,"119,496,411 "
610463223,レンドルミンＤ錠０．２５ｍｇ,1124009F2025,26.4 ,0,"118,981,175 "
610443048,マイスリー錠１０ｍｇ,1129009F2021,69.7 ,0,"114,702,566 "
620004625,レンドルミン錠０．２５ｍｇ,1124009F1223,26.4 ,0,"107,715,684 "
611170470,ワイパックス錠０．５　０．５ｍｇ,1124022F1067,6.1 ,0,"82,196,225 "
611170005,２ｍｇセルシン錠,1124017F2135,5.9 ,0,"73,286,788 "
611170689,メイラックス錠１ｍｇ,1124029F1026,21.6 ,0,"71,562,147 "
620049101,ロラゼパム錠０．５ｍｇ「サワイ」,1124022F1083,5.0 ,1,"70,526,134 "
611170499,コンスタン０．４ｍｇ錠,1124023F1029,9.4 ,0,"65,681,523 "
610422093,グッドミン錠０．２５ｍｇ,1124009F1037,10.7 ,1,"62,518,997 "
611170435,レキソタン錠２　２ｍｇ,1124020F2030,6.0 ,0,"59,907,085 "
611120097,ロヒプノール錠１　１ｍｇ,1124008F1032,14.2 ,0,"58,106,878 "
611170639,グランダキシン錠５０　５０ｍｇ,1124026F1022,15.7 ,0,"52,019,167 "
611120111,アモバン錠７．５　７．５ｍｇ,1129007F1026,23.1 ,0,"50,050,816 "
610444126,フルニトラゼパム錠１ｍｇ「アメル」,1124008F1067,5.6 ,1,"46,016,935 "
610453117,ベンザリン錠５　５ｍｇ,1124003F2222,11.0 ,0,"44,770,568 "
611120098,ロヒプノール錠２　２ｍｇ,1124008F2039,20.9 ,0,"35,967,045 "
610463174,フルニトラゼパム錠２ｍｇ「アメル」,1124008F2012,6.2 ,1,"35,863,764 "
611120063,フェノバール錠３０ｍｇ,1125004F1023,7.1 ,0,"33,300,642 "
620006836,アルプラゾラム錠０．４ｍｇ「トーワ」,1124023F1100,5.6 ,1,"33,080,710 "
611120081,ユーロジン２ｍｇ錠,1124001F2029,15.6 ,0,"32,599,207 "
621920901,ブロチゾラムＯＤ錠０．２５ｍｇ「サワイ」,1124009F2076,10.7 ,1,"30,111,949 "
611120151,メデポリン錠０．４　０．４ｍｇ,1124023F1053,5.6 ,1,"29,829,282 "
611170159,セパゾン錠１　１ｍｇ,1124014F1038,5.6 ,0,"29,716,685 "
620049901,アルプラゾラム錠０．４ｍｇ「サワイ」,1124023F1118,5.6 ,1,"29,691,808 "
620047101,セニラン錠２ｍｇ,1124020F2048,5.6 ,1,"29,404,786 "
611120118,エバミール錠１．０　１ｍｇ,1124010F1021,20.8 ,0,"29,328,447 "
620009129,ブロチゾラムＯＤ錠０．２５ｍｇ「タイヨー」,1124009F2017,8.5 ,1,"28,764,607 "
620066201,デパケンＲ錠２００ｍｇ,1139004G2063,18.4 ,0,"250,275,573 "
620003654,リボトリール錠０．５ｍｇ,1139003F1040,9.1 ,0,"109,065,055 "
611130100,テグレトール錠１００ｍｇ,1139002F2026,7.6 ,0,"75,854,521 "
611130101,テグレトール錠２００ｍｇ,1139002F1062,12.1 ,0,"66,195,988 "
620006033,デパケンシロップ５％,1139004Q1100,7.6 ,0,"61,752,380 "
620066101,デパケンＲ錠１００ｍｇ,1139004G1040,11.2 ,0,"52,296,229 "
620008564,ラミクタール錠２５ｍｇ,1139009F3024,102.3 ,0,"49,544,262 "
611130087,エクセグラン錠１００ｍｇ,1139005F1023,32.2 ,0,"48,898,494 "
621748201,バルプロ酸Ｎａ徐放Ｂ錠２００ｍｇ「トーワ」,1139004G2071,12.1 ,1,"48,534,974 "
621997501,イーケプラ錠５００ｍｇ,1139010F2020,237.6 ,0,"46,311,368 "
620007132,ランドセン錠０．５ｍｇ,1139003F1059,9.1 ,0,"39,867,210 "
611130096,アレビアチン錠１００ｍｇ,1132002F2017,12.7 ,0,"34,259,005 "
620008565,ラミクタール錠１００ｍｇ,1139009F4020,273.8 ,0,"31,827,548 "
620067201,ヒダントールＦ配合錠,1139105X1035,5.8 ,0,"31,297,848 "
620004028,バルプロ酸ナトリウムＳＲ錠２００ｍｇ「アメル」,1139004G2055,12.1 ,1,"30,755,214 "
610453094,バレリン錠２００ｍｇ,1139004F2106,11.8 ,1,"29,031,571 "
620065701,デパケン錠２００ｍｇ,1139004F2173,14.6 ,0,"28,031,861 "
610421006,アレビアチン散１０％,1132002B1019,11.9 ,0,"23,892,913 "
620003156,セレニカＲ顆粒４０％,1139004D1052,39.8 ,0,"21,230,118 "
620002054,セレニカＲ錠２００ｍｇ,1139004G2039,24.1 ,0,"20,011,132 "
611130095,ヒダントール錠２５ｍｇ,1132002F1010,11.9 ,0,"19,128,162 "
620003655,リボトリール錠１ｍｇ,1139003F2047,15.2 ,0,"18,366,260 "
621210704,バルプロ酸ナトリウムシロップ５％「日医工」,1139004Q1119,6.7 ,1,"17,913,399 "
621997401,イーケプラ錠２５０ｍｇ,1139010F1024,145.5 ,0,"17,168,441 "
620004350,ガバペン錠２００ｍｇ,1139007F1022,40.4 ,0,"16,458,259 "
610453041,カルバマゼピン錠２００ｍｇ「アメル」,1139002F1070,7.7 ,1,"16,236,772 "
610453040,カルバマゼピン錠１００ｍｇ「アメル」,1139002F2042,5.6 ,1,"13,459,178 "
620005827,トピナ錠５０ｍｇ,1139008F1027,105.6 ,0,"12,654,650 "
620003578,デパケン細粒４０％,1139004C2061,24.8 ,0,"12,198,922 "
610443011,マイスタン錠５ｍｇ,1139006F1028,25.1 ,0,"11,270,958 "
620098801,ロキソニン錠６０ｍｇ,1149019F1560,17.5 ,0,"484,044,009 "
620004857,セレコックス錠１００ｍｇ,1149037F1020,68.7 ,0,"459,415,782 "
620007022,ノイロトロピン錠４単位,1149023F1036,32.4 ,0,"376,932,757 "
620002023,カロナール錠２００　２００ｍｇ,1141007F1063,8.1 ,1,"313,761,037 "
622081101,トラムセット配合錠,1149117F1020,70.1 ,0,"200,714,694 "
620007150,ロキソプロフェン錠６０ｍｇ「ＥＭＥＣ」,1149019F1480,7.8 ,1,"159,610,968 "
620100901,ロキソプロフェンナトリウム錠６０ｍｇ「日医工」,1149019F1013,5.6 ,1,"106,124,344 "
620000033,カロナール錠３００　３００ｍｇ,1141007F2027,9.0 ,1,"98,532,002 "
620099301,ロキソプロフェンＮａ錠６０ｍｇ「サワイ」,1149019F1587,7.8 ,1,"98,254,817 "
620008780,ロブ錠６０ｍｇ,1149019F1544,7.8 ,1,"74,338,519 "
610443080,ロルカム錠４ｍｇ,1149036F2021,25.8 ,0,"66,489,008 "
