"医薬品
コード",医薬品名,単位,"薬価基準収載
医薬品コード",薬価,"後発品
区分",総計
611170508,ソラナックス０．４ｍｇ錠,錠,1124023F1037,8.5 ,0,"47,818,331 "
611120055,ハルシオン０．２５ｍｇ錠,錠,1124007F2026,13.8 ,0,"38,090,536 "
610443047,マイスリー錠５ｍｇ,錠,1129009F1025,40.6 ,0,"37,881,970 "
620004625,レンドルミン錠０．２５ｍｇ,錠,1124009F1223,24.3 ,0,"32,156,452 "
610443048,マイスリー錠１０ｍｇ,錠,1129009F2021,65.0 ,0,"30,764,642 "
610463223,レンドルミンＤ錠０．２５ｍｇ,錠,1124009F2025,24.3 ,0,"30,699,055 "
611170499,コンスタン０．４ｍｇ錠,錠,1124023F1029,8.7 ,0,"22,003,128 "
611170005,２ｍｇセルシン錠,錠,1124017F2135,5.9 ,0,"19,269,895 "
611170689,メイラックス錠１ｍｇ,錠,1124029F1026,20.1 ,0,"18,438,570 "
611170470,ワイパックス錠０．５　０．５ｍｇ,錠,1124022F1067,5.8 ,0,"17,599,776 "
611170435,レキソタン錠２　２ｍｇ,錠,1124020F2030,5.8 ,0,"15,499,451 "
620049101,ロラゼパム錠０．５ｍｇ「サワイ」,錠,1124022F1083,5.0 ,1,"15,454,492 "
611120097,ロヒプノール錠１　１ｍｇ,錠,1124008F1032,13.3 ,0,"15,013,133 "
611170639,グランダキシン錠５０　５０ｍｇ,錠,1124026F1022,14.6 ,0,"14,342,133 "
610453117,ベンザリン錠５　５ｍｇ,錠,1124003F2222,10.4 ,0,"12,112,958 "
621920901,ブロチゾラムＯＤ錠０．２５ｍｇ「サワイ」,錠,1124009F2076,9.9 ,1,"11,203,706 "
610422093,グッドミン錠０．２５ｍｇ,錠,1124009F1037,9.9 ,1,"10,623,726 "
622148801,ルネスタ錠１ｍｇ,錠,1129010F1028,51.0 ,0,"10,481,941 "
620038001,トリアゾラム錠０．２５ｍｇ「日医工」,錠,1124007F2239,5.8 ,1,"10,453,897 "
620006836,アルプラゾラム錠０．４ｍｇ「トーワ」,錠,1124023F1100,5.6 ,1,"10,280,908 "
611120081,ユーロジン２ｍｇ錠,錠,1124001F2029,14.4 ,0,"9,894,100 "
611120111,アモバン錠７．５　７．５ｍｇ,錠,1129007F1026,21.6 ,0,"9,648,848 "
610444126,フルニトラゼパム錠１ｍｇ「アメル」,錠,1124008F1067,5.6 ,1,"8,923,154 "
